Barcode,Mid
s_008um_00445_00217-1,PC
s_008um_00409_00225-1,PC
s_008um_00481_00228-1,PC
s_008um_00460_00231-1,PC
s_008um_00423_00205-1,PC
s_008um_00465_00241-1,PC
s_008um_00423_00214-1,PC
s_008um_00427_00224-1,PC
s_008um_00456_00214-1,PC
s_008um_00441_00235-1,PC
s_008um_00443_00240-1,PC
s_008um_00472_00228-1,PC
s_008um_00457_00224-1,PC
s_008um_00473_00215-1,PC
s_008um_00409_00206-1,PC
s_008um_00433_00231-1,PC
s_008um_00438_00214-1,PC
s_008um_00457_00230-1,PC
s_008um_00437_00236-1,PC
s_008um_00467_00230-1,PC
s_008um_00411_00231-1,PC
s_008um_00480_00222-1,PC
s_008um_00427_00212-1,PC
s_008um_00447_00234-1,PC
s_008um_00462_00212-1,PC
s_008um_00453_00211-1,PC
s_008um_00478_00223-1,PC
s_008um_00464_00211-1,PC
s_008um_00426_00225-1,PC
s_008um_00466_00228-1,PC
s_008um_00478_00224-1,PC
s_008um_00414_00221-1,PC
s_008um_00455_00222-1,PC
s_008um_00482_00224-1,PC
s_008um_00455_00215-1,PC
s_008um_00433_00226-1,PC
s_008um_00451_00223-1,PC
s_008um_00437_00209-1,PC
s_008um_00451_00234-1,PC
s_008um_00461_00215-1,PC
s_008um_00447_00222-1,PC
s_008um_00433_00233-1,PC
s_008um_00424_00215-1,PC
s_008um_00454_00219-1,PC
s_008um_00441_00219-1,PC
s_008um_00451_00229-1,PC
s_008um_00414_00202-1,PC
s_008um_00442_00205-1,PC
s_008um_00476_00232-1,PC
s_008um_00449_00217-1,PC
s_008um_00466_00221-1,PC
s_008um_00476_00206-1,PC
s_008um_00450_00206-1,PC
s_008um_00462_00205-1,PC
s_008um_00461_00202-1,PC
s_008um_00474_00217-1,PC
s_008um_00459_00217-1,PC
s_008um_00447_00236-1,PC
s_008um_00475_00225-1,PC
s_008um_00425_00215-1,PC
s_008um_00476_00204-1,PC
s_008um_00446_00228-1,PC
s_008um_00472_00206-1,PC
s_008um_00470_00236-1,PC
s_008um_00439_00213-1,PC
s_008um_00450_00224-1,PC
s_008um_00470_00221-1,PC
s_008um_00464_00216-1,PC
s_008um_00428_00204-1,PC
s_008um_00469_00207-1,PC
s_008um_00425_00225-1,PC
s_008um_00410_00218-1,PC
s_008um_00480_00216-1,PC
s_008um_00463_00219-1,PC
s_008um_00428_00231-1,PC
s_008um_00463_00222-1,PC
s_008um_00413_00206-1,PC
s_008um_00478_00218-1,PC
s_008um_00466_00238-1,PC
s_008um_00410_00230-1,PC
s_008um_00469_00225-1,PC
s_008um_00472_00212-1,PC
s_008um_00465_00223-1,PC
s_008um_00453_00209-1,PC
s_008um_00420_00215-1,PC
s_008um_00463_00210-1,PC
s_008um_00461_00240-1,PC
s_008um_00428_00210-1,PC
s_008um_00463_00211-1,PC
s_008um_00477_00220-1,PC
s_008um_00446_00218-1,PC
s_008um_00466_00204-1,PC
s_008um_00427_00232-1,PC
s_008um_00445_00229-1,PC
s_008um_00460_00220-1,PC
s_008um_00408_00203-1,PC
s_008um_00460_00209-1,PC
s_008um_00452_00210-1,PC
s_008um_00424_00233-1,PC
s_008um_00454_00202-1,PC
s_008um_00421_00218-1,PC
s_008um_00415_00229-1,PC
s_008um_00424_00228-1,PC
s_008um_00482_00219-1,PC
s_008um_00476_00218-1,PC
s_008um_00478_00206-1,PC
s_008um_00418_00234-1,PC
s_008um_00439_00224-1,PC
s_008um_00471_00219-1,PC
s_008um_00428_00208-1,PC
s_008um_00413_00216-1,PC
s_008um_00421_00232-1,PC
s_008um_00458_00235-1,PC
s_008um_00421_00214-1,PC
s_008um_00432_00215-1,PC
s_008um_00440_00223-1,PC
s_008um_00449_00225-1,PC
s_008um_00442_00214-1,PC
s_008um_00429_00229-1,PC
s_008um_00447_00240-1,PC
s_008um_00459_00239-1,PC
s_008um_00437_00224-1,PC
s_008um_00471_00210-1,PC
s_008um_00456_00228-1,PC
s_008um_00444_00218-1,PC
s_008um_00470_00205-1,PC
s_008um_00439_00234-1,PC
s_008um_00448_00223-1,PC
s_008um_00468_00218-1,PC
s_008um_00447_00227-1,PC
s_008um_00439_00215-1,PC
s_008um_00481_00197-1,PC
s_008um_00478_00233-1,PC
s_008um_00452_00214-1,PC
s_008um_00432_00238-1,PC
s_008um_00458_00225-1,PC
s_008um_00423_00227-1,PC
s_008um_00415_00212-1,PC
s_008um_00474_00213-1,PC
s_008um_00442_00213-1,PC
s_008um_00441_00222-1,PC
s_008um_00419_00220-1,PC
s_008um_00433_00220-1,PC
s_008um_00430_00229-1,PC
s_008um_00456_00227-1,PC
s_008um_00452_00226-1,PC
s_008um_00452_00204-1,PC
s_008um_00469_00208-1,PC
s_008um_00438_00236-1,PC
s_008um_00459_00238-1,PC
s_008um_00415_00213-1,PC
s_008um_00463_00228-1,PC
s_008um_00406_00205-1,PC
s_008um_00445_00218-1,PC
s_008um_00447_00226-1,PC
s_008um_00419_00225-1,PC
s_008um_00464_00203-1,PC
s_008um_00470_00211-1,PC
s_008um_00468_00229-1,PC
s_008um_00462_00207-1,PC
s_008um_00479_00209-1,PC
s_008um_00411_00214-1,PC
s_008um_00442_00212-1,PC
s_008um_00474_00222-1,PC
s_008um_00464_00204-1,PC
s_008um_00458_00217-1,PC
s_008um_00457_00208-1,PC
s_008um_00421_00221-1,PC
s_008um_00469_00231-1,PC
s_008um_00405_00200-1,PC
s_008um_00417_00223-1,PC
s_008um_00452_00225-1,PC
s_008um_00474_00237-1,PC
s_008um_00417_00226-1,PC
s_008um_00448_00205-1,PC
s_008um_00420_00221-1,PC
s_008um_00447_00214-1,PC
s_008um_00458_00239-1,PC
s_008um_00434_00231-1,PC
s_008um_00469_00214-1,PC
s_008um_00481_00206-1,PC
s_008um_00404_00200-1,PC
s_008um_00449_00204-1,PC
s_008um_00448_00210-1,PC
s_008um_00417_00215-1,PC
s_008um_00464_00212-1,PC
s_008um_00415_00218-1,PC
s_008um_00430_00228-1,PC
s_008um_00422_00231-1,PC
s_008um_00431_00234-1,PC
s_008um_00449_00228-1,PC
s_008um_00448_00233-1,PC
s_008um_00456_00205-1,PC
s_008um_00478_00212-1,PC
s_008um_00451_00241-1,PC
s_008um_00477_00209-1,PC
s_008um_00479_00205-1,PC
s_008um_00415_00224-1,PC
s_008um_00471_00211-1,PC
s_008um_00455_00209-1,PC
s_008um_00437_00233-1,PC
s_008um_00410_00204-1,PC
s_008um_00418_00202-1,PC
s_008um_00410_00220-1,PC
s_008um_00431_00229-1,PC
s_008um_00470_00212-1,PC
s_008um_00416_00222-1,PC
s_008um_00424_00203-1,PC
s_008um_00435_00215-1,PC
s_008um_00434_00234-1,PC
s_008um_00423_00213-1,PC
s_008um_00483_00223-1,PC
s_008um_00472_00235-1,PC
s_008um_00461_00217-1,PC
s_008um_00438_00225-1,PC
s_008um_00420_00216-1,PC
s_008um_00435_00229-1,PC
s_008um_00424_00237-1,PC
s_008um_00463_00225-1,PC
s_008um_00431_00226-1,PC
s_008um_00452_00223-1,PC
s_008um_00467_00241-1,PC
s_008um_00422_00228-1,PC
s_008um_00452_00228-1,PC
s_008um_00423_00207-1,PC
s_008um_00459_00220-1,PC
s_008um_00408_00214-1,PC
s_008um_00435_00214-1,PC
s_008um_00443_00217-1,PC
s_008um_00443_00203-1,PC
s_008um_00415_00203-1,PC
s_008um_00460_00233-1,PC
s_008um_00452_00233-1,PC
s_008um_00413_00224-1,PC
s_008um_00422_00203-1,PC
s_008um_00411_00224-1,PC
s_008um_00416_00216-1,PC
s_008um_00466_00208-1,PC
s_008um_00442_00204-1,PC
s_008um_00481_00212-1,PC
s_008um_00469_00205-1,PC
s_008um_00462_00219-1,PC
s_008um_00431_00238-1,PC
s_008um_00425_00210-1,PC
s_008um_00434_00233-1,PC
s_008um_00460_00238-1,PC
s_008um_00422_00209-1,PC
s_008um_00404_00202-1,PC
s_008um_00430_00235-1,PC
s_008um_00439_00237-1,PC
s_008um_00442_00219-1,PC
s_008um_00428_00218-1,PC
s_008um_00411_00221-1,PC
s_008um_00435_00220-1,PC
s_008um_00455_00227-1,PC
s_008um_00460_00216-1,PC
s_008um_00446_00207-1,PC
s_008um_00414_00223-1,PC
s_008um_00481_00222-1,PC
s_008um_00471_00233-1,PC
s_008um_00445_00219-1,PC
s_008um_00465_00205-1,PC
s_008um_00438_00210-1,PC
s_008um_00450_00208-1,PC
s_008um_00409_00226-1,PC
s_008um_00445_00213-1,PC
s_008um_00419_00227-1,PC
s_008um_00434_00217-1,PC
s_008um_00424_00231-1,PC
s_008um_00456_00220-1,PC
s_008um_00464_00206-1,PC
s_008um_00477_00201-1,PC
s_008um_00440_00205-1,PC
s_008um_00427_00227-1,PC
s_008um_00431_00220-1,PC
s_008um_00443_00213-1,PC
s_008um_00456_00216-1,PC
s_008um_00469_00212-1,PC
s_008um_00470_00206-1,PC
s_008um_00464_00202-1,PC
s_008um_00434_00213-1,PC
s_008um_00440_00216-1,PC
s_008um_00443_00228-1,PC
s_008um_00428_00219-1,PC
s_008um_00452_00238-1,PC
s_008um_00414_00204-1,PC
s_008um_00424_00204-1,PC
s_008um_00430_00230-1,PC
s_008um_00445_00210-1,PC
s_008um_00408_00204-1,PC
s_008um_00450_00238-1,PC
s_008um_00463_00227-1,PC
s_008um_00476_00230-1,PC
s_008um_00420_00214-1,PC
s_008um_00413_00222-1,PC
s_008um_00451_00242-1,PC
s_008um_00455_00241-1,PC
s_008um_00424_00225-1,PC
s_008um_00433_00212-1,PC
s_008um_00409_00214-1,PC
s_008um_00442_00231-1,PC
s_008um_00454_00212-1,PC
s_008um_00463_00232-1,PC
s_008um_00440_00225-1,PC
s_008um_00420_00220-1,PC
s_008um_00450_00242-1,PC
s_008um_00423_00218-1,PC
s_008um_00459_00242-1,PC
s_008um_00430_00206-1,PC
s_008um_00465_00203-1,PC
s_008um_00436_00222-1,PC
s_008um_00431_00236-1,PC
s_008um_00433_00223-1,PC
s_008um_00408_00208-1,PC
s_008um_00437_00231-1,PC
s_008um_00456_00208-1,PC
s_008um_00473_00232-1,PC
s_008um_00452_00202-1,PC
s_008um_00464_00220-1,PC
s_008um_00479_00230-1,PC
s_008um_00458_00204-1,PC
s_008um_00416_00217-1,PC
s_008um_00481_00233-1,PC
s_008um_00468_00213-1,PC
s_008um_00429_00206-1,PC
s_008um_00422_00221-1,PC
s_008um_00455_00242-1,PC
s_008um_00427_00210-1,PC
s_008um_00440_00212-1,PC
s_008um_00436_00206-1,PC
s_008um_00418_00217-1,PC
s_008um_00461_00222-1,PC
s_008um_00444_00209-1,PC
s_008um_00455_00231-1,PC
s_008um_00439_00226-1,PC
s_008um_00455_00240-1,PC
s_008um_00473_00198-1,PC
s_008um_00460_00221-1,PC
s_008um_00444_00230-1,PC
s_008um_00465_00211-1,PC
s_008um_00407_00200-1,PC
s_008um_00435_00231-1,PC
s_008um_00432_00218-1,PC
s_008um_00464_00209-1,PC
s_008um_00436_00211-1,PC
s_008um_00480_00197-1,PC
s_008um_00453_00222-1,PC
s_008um_00454_00228-1,PC
s_008um_00469_00209-1,PC
s_008um_00417_00216-1,PC
s_008um_00429_00233-1,PC
s_008um_00466_00224-1,PC
s_008um_00451_00240-1,PC
s_008um_00433_00234-1,PC
s_008um_00476_00223-1,PC
s_008um_00462_00230-1,PC
s_008um_00412_00231-1,PC
s_008um_00429_00232-1,PC
s_008um_00466_00215-1,PC
s_008um_00436_00212-1,PC
s_008um_00461_00213-1,PC
s_008um_00465_00236-1,PC
s_008um_00459_00204-1,PC
s_008um_00481_00199-1,PC
s_008um_00456_00224-1,PC
s_008um_00426_00218-1,PC
s_008um_00431_00214-1,PC
s_008um_00419_00202-1,PC
s_008um_00433_00207-1,PC
s_008um_00435_00234-1,PC
s_008um_00475_00202-1,PC
s_008um_00462_00220-1,PC
s_008um_00443_00210-1,PC
s_008um_00455_00216-1,PC
s_008um_00479_00197-1,PC
s_008um_00433_00219-1,PC
s_008um_00435_00204-1,PC
s_008um_00451_00222-1,PC
s_008um_00441_00203-1,PC
s_008um_00444_00229-1,PC
s_008um_00425_00224-1,PC
s_008um_00439_00219-1,PC
s_008um_00432_00208-1,PC
s_008um_00443_00231-1,PC
s_008um_00463_00241-1,PC
s_008um_00449_00213-1,PC
s_008um_00422_00207-1,PC
s_008um_00452_00224-1,PC
s_008um_00443_00211-1,PC
s_008um_00470_00200-1,PC
s_008um_00417_00208-1,PC
s_008um_00406_00202-1,PC
s_008um_00432_00214-1,PC
s_008um_00436_00235-1,PC
s_008um_00440_00209-1,PC
s_008um_00418_00236-1,PC
s_008um_00446_00232-1,PC
s_008um_00405_00204-1,PC
s_008um_00480_00208-1,PC
s_008um_00448_00222-1,PC
s_008um_00453_00227-1,PC
s_008um_00459_00215-1,PC
s_008um_00430_00231-1,PC
s_008um_00450_00216-1,PC
s_008um_00442_00224-1,PC
s_008um_00478_00219-1,PC
s_008um_00474_00219-1,PC
s_008um_00478_00200-1,PC
s_008um_00412_00233-1,PC
s_008um_00470_00217-1,PC
s_008um_00427_00213-1,PC
s_008um_00480_00224-1,PC
s_008um_00467_00227-1,PC
s_008um_00460_00205-1,PC
s_008um_00415_00202-1,PC
s_008um_00421_00234-1,PC
s_008um_00469_00213-1,PC
s_008um_00437_00230-1,PC
s_008um_00454_00206-1,PC
s_008um_00418_00233-1,PC
s_008um_00448_00229-1,PC
s_008um_00471_00203-1,PC
s_008um_00417_00211-1,PC
s_008um_00451_00225-1,PC
s_008um_00459_00234-1,PC
s_008um_00440_00230-1,PC
s_008um_00420_00224-1,PC
s_008um_00478_00210-1,PC
s_008um_00480_00221-1,PC
s_008um_00411_00218-1,PC
s_008um_00433_00224-1,PC
s_008um_00466_00214-1,PC
s_008um_00472_00233-1,PC
s_008um_00427_00216-1,PC
s_008um_00460_00206-1,PC
s_008um_00423_00212-1,PC
s_008um_00472_00221-1,PC
s_008um_00442_00203-1,PC
s_008um_00438_00239-1,PC
s_008um_00429_00214-1,PC
s_008um_00452_00221-1,PC
s_008um_00428_00232-1,PC
s_008um_00416_00230-1,PC
s_008um_00455_00206-1,PC
s_008um_00465_00220-1,PC
s_008um_00443_00237-1,PC
s_008um_00470_00214-1,PC
s_008um_00440_00240-1,PC
s_008um_00479_00226-1,PC
s_008um_00446_00211-1,PC
s_008um_00410_00216-1,PC
s_008um_00447_00230-1,PC
s_008um_00475_00233-1,PC
s_008um_00479_00216-1,PC
s_008um_00434_00206-1,PC
s_008um_00461_00206-1,PC
s_008um_00477_00203-1,PC
s_008um_00480_00207-1,PC
s_008um_00452_00218-1,PC
s_008um_00414_00215-1,PC
s_008um_00454_00222-1,PC
s_008um_00430_00210-1,PC
s_008um_00457_00215-1,PC
s_008um_00432_00203-1,PC
s_008um_00448_00203-1,PC
s_008um_00465_00219-1,PC
s_008um_00479_00214-1,PC
s_008um_00457_00202-1,PC
s_008um_00424_00209-1,PC
s_008um_00416_00209-1,PC
s_008um_00446_00213-1,PC
s_008um_00441_00215-1,PC
s_008um_00468_00219-1,PC
s_008um_00457_00229-1,PC
s_008um_00474_00220-1,PC
s_008um_00447_00211-1,PC
s_008um_00455_00211-1,PC
s_008um_00446_00239-1,PC
s_008um_00464_00240-1,PC
s_008um_00477_00211-1,PC
s_008um_00480_00201-1,PC
s_008um_00431_00221-1,PC
s_008um_00467_00219-1,PC
s_008um_00431_00218-1,PC
s_008um_00415_00210-1,PC
s_008um_00440_00239-1,PC
s_008um_00446_00235-1,PC
s_008um_00455_00204-1,PC
s_008um_00473_00219-1,PC
s_008um_00443_00233-1,PC
s_008um_00418_00235-1,PC
s_008um_00417_00202-1,PC
s_008um_00445_00231-1,PC
s_008um_00428_00225-1,PC
s_008um_00429_00208-1,PC
s_008um_00450_00240-1,PC
s_008um_00474_00216-1,PC
s_008um_00445_00235-1,PC
s_008um_00418_00213-1,PC
s_008um_00416_00227-1,PC
s_008um_00479_00222-1,PC
s_008um_00420_00219-1,PC
s_008um_00477_00198-1,PC
s_008um_00416_00226-1,PC
s_008um_00438_00216-1,PC
s_008um_00423_00210-1,PC
s_008um_00473_00237-1,PC
s_008um_00419_00234-1,PC
s_008um_00465_00218-1,PC
s_008um_00441_00213-1,PC
s_008um_00481_00226-1,PC
s_008um_00411_00207-1,PC
s_008um_00426_00236-1,PC
s_008um_00428_00217-1,PC
s_008um_00417_00212-1,PC
s_008um_00444_00221-1,PC
s_008um_00443_00208-1,PC
s_008um_00467_00231-1,PC
s_008um_00468_00223-1,PC
s_008um_00409_00208-1,PC
s_008um_00441_00240-1,PC
s_008um_00442_00241-1,PC
s_008um_00470_00209-1,PC
s_008um_00465_00233-1,PC
s_008um_00437_00222-1,PC
s_008um_00438_00230-1,PC
s_008um_00473_00238-1,PC
s_008um_00480_00219-1,PC
s_008um_00467_00234-1,PC
s_008um_00457_00225-1,PC
s_008um_00471_00226-1,PC
s_008um_00431_00219-1,PC
s_008um_00470_00220-1,PC
s_008um_00415_00223-1,PC
s_008um_00437_00229-1,PC
s_008um_00429_00224-1,PC
s_008um_00463_00234-1,PC
s_008um_00452_00208-1,PC
s_008um_00429_00218-1,PC
s_008um_00423_00226-1,PC
s_008um_00435_00212-1,PC
s_008um_00451_00206-1,PC
s_008um_00470_00207-1,PC
s_008um_00465_00228-1,PC
s_008um_00419_00215-1,PC
s_008um_00454_00203-1,PC
s_008um_00433_00214-1,PC
s_008um_00473_00230-1,PC
s_008um_00416_00204-1,PC
s_008um_00455_00237-1,PC
s_008um_00481_00201-1,PC
s_008um_00443_00205-1,PC
s_008um_00411_00201-1,PC
s_008um_00430_00220-1,PC
s_008um_00463_00203-1,PC
s_008um_00429_00225-1,PC
s_008um_00425_00226-1,PC
s_008um_00444_00215-1,PC
s_008um_00454_00233-1,PC
s_008um_00447_00221-1,PC
s_008um_00432_00210-1,PC
s_008um_00479_00228-1,PC
s_008um_00446_00203-1,PC
s_008um_00451_00235-1,PC
s_008um_00470_00237-1,PC
s_008um_00423_00220-1,PC
s_008um_00412_00221-1,PC
s_008um_00408_00218-1,PC
s_008um_00439_00240-1,PC
s_008um_00413_00234-1,PC
s_008um_00463_00239-1,PC
s_008um_00479_00212-1,PC
s_008um_00445_00208-1,PC
s_008um_00452_00220-1,PC
s_008um_00449_00224-1,PC
s_008um_00445_00232-1,PC
s_008um_00419_00204-1,PC
s_008um_00434_00227-1,PC
s_008um_00457_00222-1,PC
s_008um_00476_00213-1,PC
s_008um_00423_00236-1,PC
s_008um_00414_00218-1,PC
s_008um_00450_00218-1,PC
s_008um_00474_00218-1,PC
s_008um_00434_00219-1,PC
s_008um_00433_00235-1,PC
s_008um_00459_00229-1,PC
s_008um_00440_00229-1,PC
s_008um_00423_00225-1,PC
s_008um_00454_00209-1,PC
s_008um_00458_00206-1,PC
s_008um_00460_00227-1,PC
s_008um_00441_00217-1,PC
s_008um_00441_00205-1,PC
s_008um_00462_00217-1,PC
s_008um_00472_00201-1,PC
s_008um_00450_00219-1,PC
s_008um_00411_00211-1,PC
s_008um_00481_00205-1,PC
s_008um_00445_00203-1,PC
s_008um_00472_00216-1,PC
s_008um_00426_00237-1,PC
s_008um_00477_00213-1,PC
s_008um_00440_00232-1,PC
s_008um_00474_00215-1,PC
s_008um_00429_00213-1,PC
s_008um_00408_00207-1,PC
s_008um_00453_00219-1,PC
s_008um_00471_00199-1,PC
s_008um_00428_00223-1,PC
s_008um_00463_00224-1,PC
s_008um_00433_00206-1,PC
s_008um_00453_00224-1,PC
s_008um_00473_00228-1,PC
s_008um_00421_00210-1,PC
s_008um_00455_00220-1,PC
s_008um_00461_00207-1,PC
s_008um_00411_00223-1,PC
s_008um_00467_00236-1,PC
s_008um_00432_00221-1,PC
s_008um_00469_00234-1,PC
s_008um_00455_00225-1,PC
s_008um_00433_00203-1,PC
s_008um_00480_00223-1,PC
s_008um_00456_00240-1,PC
s_008um_00467_00223-1,PC
s_008um_00418_00228-1,PC
s_008um_00409_00224-1,PC
s_008um_00462_00229-1,PC
s_008um_00416_00221-1,PC
s_008um_00457_00216-1,PC
s_008um_00407_00208-1,PC
s_008um_00445_00230-1,PC
s_008um_00408_00206-1,PC
s_008um_00478_00227-1,PC
s_008um_00416_00223-1,PC
s_008um_00409_00217-1,PC
s_008um_00460_00203-1,PC
s_008um_00426_00228-1,PC
s_008um_00440_00210-1,PC
s_008um_00479_00207-1,PC
s_008um_00447_00237-1,PC
s_008um_00444_00208-1,PC
s_008um_00473_00211-1,PC
s_008um_00413_00229-1,PC
s_008um_00479_00199-1,PC
s_008um_00410_00208-1,PC
s_008um_00454_00205-1,PC
s_008um_00445_00211-1,PC
s_008um_00423_00222-1,PC
s_008um_00421_00213-1,PC
s_008um_00468_00217-1,PC
s_008um_00467_00215-1,PC
s_008um_00434_00218-1,PC
s_008um_00440_00236-1,PC
s_008um_00420_00210-1,PC
s_008um_00467_00225-1,PC
s_008um_00471_00215-1,PC
s_008um_00418_00220-1,PC
s_008um_00474_00200-1,PC
s_008um_00482_00223-1,PC
s_008um_00433_00211-1,PC
s_008um_00412_00212-1,PC
s_008um_00452_00236-1,PC
s_008um_00477_00205-1,PC
s_008um_00468_00234-1,PC
s_008um_00475_00216-1,PC
s_008um_00466_00201-1,PC
s_008um_00424_00229-1,PC
s_008um_00460_00219-1,PC
s_008um_00464_00232-1,PC
s_008um_00457_00205-1,PC
s_008um_00426_00209-1,PC
s_008um_00466_00207-1,PC
s_008um_00431_00216-1,PC
s_008um_00439_00203-1,PC
s_008um_00474_00226-1,PC
s_008um_00421_00222-1,PC
s_008um_00469_00229-1,PC
s_008um_00461_00233-1,PC
s_008um_00436_00225-1,PC
s_008um_00468_00206-1,PC
s_008um_00440_00237-1,PC
s_008um_00465_00230-1,PC
s_008um_00442_00238-1,PC
s_008um_00428_00203-1,PC
s_008um_00441_00218-1,PC
s_008um_00474_00202-1,PC
s_008um_00485_00227-1,PC
s_008um_00425_00212-1,PC
s_008um_00439_00231-1,PC
s_008um_00455_00232-1,PC
s_008um_00457_00210-1,PC
s_008um_00421_00219-1,PC
s_008um_00459_00222-1,PC
s_008um_00467_00235-1,PC
s_008um_00455_00207-1,PC
s_008um_00466_00239-1,PC
s_008um_00421_00203-1,PC
s_008um_00459_00216-1,PC
s_008um_00453_00217-1,PC
s_008um_00427_00229-1,PC
s_008um_00432_00213-1,PC
s_008um_00472_00230-1,PC
s_008um_00469_00204-1,PC
s_008um_00434_00238-1,PC
s_008um_00457_00219-1,PC
s_008um_00452_00234-1,PC
s_008um_00411_00222-1,PC
s_008um_00457_00239-1,PC
s_008um_00470_00240-1,PC
s_008um_00457_00213-1,PC
s_008um_00455_00208-1,PC
s_008um_00410_00211-1,PC
s_008um_00420_00211-1,PC
s_008um_00450_00210-1,PC
s_008um_00458_00213-1,PC
s_008um_00413_00233-1,PC
s_008um_00422_00222-1,PC
s_008um_00457_00204-1,PC
s_008um_00427_00228-1,PC
s_008um_00466_00212-1,PC
s_008um_00471_00212-1,PC
s_008um_00448_00204-1,PC
s_008um_00456_00210-1,PC
s_008um_00443_00221-1,PC
s_008um_00473_00212-1,PC
s_008um_00478_00220-1,PC
s_008um_00441_00228-1,PC
s_008um_00461_00228-1,PC
s_008um_00419_00224-1,PC
s_008um_00457_00212-1,PC
s_008um_00460_00222-1,PC
s_008um_00437_00223-1,PC
s_008um_00412_00219-1,PC
s_008um_00483_00224-1,PC
s_008um_00479_00234-1,PC
s_008um_00413_00208-1,PC
s_008um_00418_00216-1,PC
s_008um_00475_00235-1,PC
s_008um_00464_00219-1,PC
s_008um_00459_00205-1,PC
s_008um_00420_00234-1,PC
s_008um_00478_00199-1,PC
s_008um_00416_00232-1,PC
s_008um_00456_00217-1,PC
s_008um_00472_00231-1,PC
s_008um_00457_00227-1,PC
s_008um_00439_00221-1,PC
s_008um_00480_00212-1,PC
s_008um_00416_00214-1,PC
s_008um_00410_00223-1,PC
s_008um_00424_00205-1,PC
s_008um_00426_00222-1,PC
s_008um_00422_00208-1,PC
s_008um_00452_00242-1,PC
s_008um_00469_00226-1,PC
s_008um_00434_00223-1,PC
s_008um_00406_00207-1,PC
s_008um_00464_00227-1,PC
s_008um_00452_00217-1,PC
s_008um_00444_00211-1,PC
s_008um_00447_00239-1,PC
s_008um_00419_00212-1,PC
s_008um_00474_00238-1,PC
s_008um_00410_00227-1,PC
s_008um_00414_00235-1,PC
s_008um_00475_00232-1,PC
s_008um_00468_00207-1,PC
s_008um_00416_00215-1,PC
s_008um_00472_00210-1,PC
s_008um_00451_00232-1,PC
s_008um_00472_00222-1,PC
s_008um_00446_00236-1,PC
s_008um_00449_00207-1,PC
s_008um_00466_00222-1,PC
s_008um_00446_00222-1,PC
s_008um_00471_00229-1,PC
s_008um_00438_00212-1,PC
s_008um_00412_00211-1,PC
s_008um_00481_00195-1,PC
s_008um_00415_00211-1,PC
s_008um_00445_00204-1,PC
s_008um_00439_00208-1,PC
s_008um_00417_00218-1,PC
s_008um_00416_00207-1,PC
s_008um_00453_00207-1,PC
s_008um_00476_00200-1,PC
s_008um_00467_00205-1,PC
s_008um_00412_00204-1,PC
s_008um_00462_00234-1,PC
s_008um_00417_00235-1,PC
s_008um_00411_00209-1,PC
s_008um_00420_00212-1,PC
s_008um_00444_00233-1,PC
s_008um_00442_00223-1,PC
s_008um_00438_00237-1,PC
s_008um_00464_00214-1,PC
s_008um_00425_00220-1,PC
s_008um_00480_00213-1,PC
s_008um_00423_00204-1,PC
s_008um_00420_00208-1,PC
s_008um_00434_00239-1,PC
s_008um_00427_00234-1,PC
s_008um_00465_00229-1,PC
s_008um_00427_00222-1,PC
s_008um_00418_00208-1,PC
s_008um_00480_00210-1,PC
s_008um_00442_00240-1,PC
s_008um_00442_00220-1,PC
s_008um_00469_00236-1,PC
s_008um_00458_00215-1,PC
s_008um_00415_00206-1,PC
s_008um_00472_00225-1,PC
s_008um_00477_00216-1,PC
s_008um_00462_00202-1,PC
s_008um_00419_00229-1,PC
s_008um_00423_00219-1,PC
s_008um_00438_00234-1,PC
s_008um_00426_00233-1,PC
s_008um_00425_00234-1,PC
s_008um_00448_00221-1,PC
s_008um_00419_00210-1,PC
s_008um_00448_00226-1,PC
s_008um_00465_00221-1,PC
s_008um_00443_00224-1,PC
s_008um_00412_00216-1,PC
s_008um_00464_00222-1,PC
s_008um_00431_00235-1,PC
s_008um_00463_00215-1,PC
s_008um_00453_00242-1,PC
s_008um_00433_00236-1,PC
s_008um_00425_00204-1,PC
s_008um_00446_00219-1,PC
s_008um_00460_00234-1,PC
s_008um_00469_00216-1,PC
s_008um_00453_00208-1,PC
s_008um_00443_00216-1,PC
s_008um_00466_00220-1,PC
s_008um_00463_00208-1,PC
s_008um_00473_00224-1,PC
s_008um_00479_00198-1,PC
s_008um_00414_00209-1,PC
s_008um_00463_00233-1,PC
s_008um_00435_00227-1,PC
s_008um_00443_00226-1,PC
s_008um_00410_00210-1,PC
s_008um_00472_00199-1,PC
s_008um_00450_00230-1,PC
s_008um_00410_00228-1,PC
s_008um_00445_00225-1,PC
s_008um_00426_00210-1,PC
s_008um_00438_00220-1,PC
s_008um_00441_00232-1,PC
s_008um_00419_00216-1,PC
s_008um_00437_00228-1,PC
s_008um_00428_00224-1,PC
s_008um_00441_00225-1,PC
s_008um_00475_00212-1,PC
s_008um_00444_00240-1,PC
s_008um_00426_00230-1,PC
s_008um_00470_00239-1,PC
s_008um_00481_00232-1,PC
s_008um_00460_00240-1,PC
s_008um_00441_00229-1,PC
s_008um_00464_00238-1,PC
s_008um_00439_00239-1,PC
s_008um_00437_00232-1,PC
s_008um_00470_00233-1,PC
s_008um_00429_00223-1,PC
s_008um_00479_00224-1,PC
s_008um_00434_00215-1,PC
s_008um_00458_00223-1,PC
s_008um_00481_00230-1,PC
