Barcode,Mid
s_008um_00438_00222-1,PC
s_008um_00444_00232-1,PC
s_008um_00446_00217-1,PC
s_008um_00475_00205-1,PC
s_008um_00419_00232-1,PC
s_008um_00410_00226-1,PC
s_008um_00445_00222-1,PC
s_008um_00441_00237-1,PC
s_008um_00428_00238-1,PC
s_008um_00448_00238-1,PC
s_008um_00440_00221-1,PC
s_008um_00480_00200-1,PC
s_008um_00455_00223-1,PC
s_008um_00440_00224-1,PC
s_008um_00429_00222-1,PC
s_008um_00426_00227-1,PC
s_008um_00442_00230-1,PC
s_008um_00444_00235-1,PC
s_008um_00410_00225-1,PC
s_008um_00471_00223-1,PC
s_008um_00467_00212-1,PC
s_008um_00449_00230-1,PC
s_008um_00443_00230-1,PC
s_008um_00441_00226-1,PC
s_008um_00452_00207-1,PC
s_008um_00454_00216-1,PC
s_008um_00430_00227-1,PC
s_008um_00443_00222-1,PC
s_008um_00407_00203-1,PC
s_008um_00447_00209-1,PC
s_008um_00469_00237-1,PC
s_008um_00474_00221-1,PC
s_008um_00439_00227-1,PC
s_008um_00460_00242-1,PC
s_008um_00458_00237-1,PC
s_008um_00410_00213-1,PC
s_008um_00412_00230-1,PC
s_008um_00470_00227-1,PC
s_008um_00474_00225-1,PC
s_008um_00467_00206-1,PC
s_008um_00411_00205-1,PC
s_008um_00475_00231-1,PC
s_008um_00457_00217-1,PC
s_008um_00457_00223-1,PC
s_008um_00438_00240-1,PC
s_008um_00475_00229-1,PC
s_008um_00446_00241-1,PC
s_008um_00449_00221-1,PC
s_008um_00409_00201-1,PC
s_008um_00421_00233-1,PC
s_008um_00458_00230-1,PC
s_008um_00456_00202-1,PC
s_008um_00418_00219-1,PC
s_008um_00482_00214-1,PC
s_008um_00470_00234-1,PC
s_008um_00480_00226-1,PC
s_008um_00433_00208-1,PC
s_008um_00464_00213-1,PC
s_008um_00440_00226-1,PC
s_008um_00456_00242-1,PC
s_008um_00423_00229-1,PC
s_008um_00437_00208-1,PC
s_008um_00479_00231-1,PC
s_008um_00475_00209-1,PC
s_008um_00426_00221-1,PC
s_008um_00452_00215-1,PC
s_008um_00447_00210-1,PC
s_008um_00468_00199-1,PC
s_008um_00481_00200-1,PC
s_008um_00425_00231-1,PC
s_008um_00419_00230-1,PC
s_008um_00411_00232-1,PC
s_008um_00465_00202-1,PC
s_008um_00451_00228-1,PC
s_008um_00444_00238-1,PC
s_008um_00479_00233-1,PC
s_008um_00425_00233-1,PC
s_008um_00458_00216-1,PC
s_008um_00449_00209-1,PC
s_008um_00468_00201-1,PC
s_008um_00425_00236-1,PC
s_008um_00425_00217-1,PC
s_008um_00480_00204-1,PC
s_008um_00435_00222-1,PC
s_008um_00454_00225-1,PC
s_008um_00478_00211-1,PC
s_008um_00440_00215-1,PC
s_008um_00477_00235-1,PC
s_008um_00424_00222-1,PC
s_008um_00437_00240-1,PC
s_008um_00453_00234-1,PC
s_008um_00449_00223-1,PC
s_008um_00420_00217-1,PC
s_008um_00457_00203-1,PC
s_008um_00424_00212-1,PC
s_008um_00455_00202-1,PC
s_008um_00464_00207-1,PC
s_008um_00444_00231-1,PC
s_008um_00428_00209-1,PC
s_008um_00471_00239-1,PC
s_008um_00449_00208-1,PC
s_008um_00408_00210-1,PC
s_008um_00429_00220-1,PC
s_008um_00460_00230-1,PC
s_008um_00462_00223-1,PC
s_008um_00467_00238-1,PC
s_008um_00438_00227-1,PC
s_008um_00423_00235-1,PC
s_008um_00472_00214-1,PC
s_008um_00460_00211-1,PC
s_008um_00460_00214-1,PC
s_008um_00419_00231-1,PC
s_008um_00453_00204-1,PC
s_008um_00457_00206-1,PC
s_008um_00473_00223-1,PC
s_008um_00432_00216-1,PC
s_008um_00408_00201-1,PC
s_008um_00456_00207-1,PC
s_008um_00423_00211-1,PC
s_008um_00458_00212-1,PC
s_008um_00458_00214-1,PC
s_008um_00464_00226-1,PC
s_008um_00406_00204-1,PC
s_008um_00472_00213-1,PC
s_008um_00462_00242-1,PC
s_008um_00460_00229-1,PC
s_008um_00411_00203-1,PC
s_008um_00471_00222-1,PC
s_008um_00435_00217-1,PC
s_008um_00452_00240-1,PC
s_008um_00432_00234-1,PC
s_008um_00460_00217-1,PC
s_008um_00450_00212-1,PC
s_008um_00436_00223-1,PC
s_008um_00482_00226-1,PC
s_008um_00451_00217-1,PC
s_008um_00466_00225-1,PC
s_008um_00425_00235-1,PC
s_008um_00409_00203-1,PC
s_008um_00436_00218-1,PC
s_008um_00421_00230-1,PC
s_008um_00450_00222-1,PC
s_008um_00435_00219-1,PC
s_008um_00465_00207-1,PC
s_008um_00454_00226-1,PC
s_008um_00474_00231-1,PC
s_008um_00451_00231-1,PC
s_008um_00407_00201-1,PC
s_008um_00484_00226-1,PC
s_008um_00422_00213-1,PC
s_008um_00461_00220-1,PC
s_008um_00451_00202-1,PC
s_008um_00449_00205-1,PC
s_008um_00469_00224-1,PC
s_008um_00479_00200-1,PC
s_008um_00454_00221-1,PC
s_008um_00414_00220-1,PC
s_008um_00459_00225-1,PC
s_008um_00473_00231-1,PC
s_008um_00417_00205-1,PC
s_008um_00437_00214-1,PC
s_008um_00471_00218-1,PC
s_008um_00414_00214-1,PC
s_008um_00434_00214-1,PC
s_008um_00424_00213-1,PC
s_008um_00476_00220-1,PC
s_008um_00484_00227-1,PC
s_008um_00469_00211-1,PC
s_008um_00421_00217-1,PC
s_008um_00441_00239-1,PC
s_008um_00460_00210-1,PC
s_008um_00460_00223-1,PC
s_008um_00447_00205-1,PC
s_008um_00458_00233-1,PC
s_008um_00481_00203-1,PC
s_008um_00418_00218-1,PC
s_008um_00456_00203-1,PC
s_008um_00417_00204-1,PC
s_008um_00434_00232-1,PC
s_008um_00411_00210-1,PC
s_008um_00417_00229-1,PC
s_008um_00449_00237-1,PC
s_008um_00471_00238-1,PC
s_008um_00422_00235-1,PC
s_008um_00410_00212-1,PC
s_008um_00449_00232-1,PC
s_008um_00465_00227-1,PC
s_008um_00476_00201-1,PC
s_008um_00446_00225-1,PC
s_008um_00428_00236-1,PC
s_008um_00454_00231-1,PC
s_008um_00466_00213-1,PC
s_008um_00464_00233-1,PC
s_008um_00454_00223-1,PC
s_008um_00473_00202-1,PC
s_008um_00431_00237-1,PC
s_008um_00424_00230-1,PC
s_008um_00480_00228-1,PC
s_008um_00461_00239-1,PC
s_008um_00477_00237-1,PC
s_008um_00480_00199-1,PC
s_008um_00477_00234-1,PC
s_008um_00432_00219-1,PC
s_008um_00410_00231-1,PC
s_008um_00423_00233-1,PC
s_008um_00441_00214-1,PC
s_008um_00436_00215-1,PC
s_008um_00423_00209-1,PC
s_008um_00433_00216-1,PC
s_008um_00447_00225-1,PC
s_008um_00419_00203-1,PC
s_008um_00445_00216-1,PC
s_008um_00448_00206-1,PC
s_008um_00469_00218-1,PC
s_008um_00476_00199-1,PC
s_008um_00408_00209-1,PC
s_008um_00445_00221-1,PC
s_008um_00465_00238-1,PC
s_008um_00409_00220-1,PC
s_008um_00477_00231-1,PC
s_008um_00431_00212-1,PC
s_008um_00417_00233-1,PC
s_008um_00453_00231-1,PC
s_008um_00417_00222-1,PC
s_008um_00447_00202-1,PC
s_008um_00441_00221-1,PC
s_008um_00478_00197-1,PC
s_008um_00447_00218-1,PC
s_008um_00410_00222-1,PC
s_008um_00442_00239-1,PC
s_008um_00459_00213-1,PC
s_008um_00456_00209-1,PC
s_008um_00445_00226-1,PC
s_008um_00445_00207-1,PC
s_008um_00451_00219-1,PC
s_008um_00412_00205-1,PC
s_008um_00429_00227-1,PC
s_008um_00441_00234-1,PC
s_008um_00453_00206-1,PC
s_008um_00468_00211-1,PC
s_008um_00469_00217-1,PC
s_008um_00457_00240-1,PC
s_008um_00463_00240-1,PC
s_008um_00478_00222-1,PC
s_008um_00452_00212-1,PC
s_008um_00445_00215-1,PC
s_008um_00412_00214-1,PC
s_008um_00441_00231-1,PC
s_008um_00458_00229-1,PC
s_008um_00442_00236-1,PC
s_008um_00413_00228-1,PC
s_008um_00420_00226-1,PC
s_008um_00468_00224-1,PC
s_008um_00460_00215-1,PC
s_008um_00428_00205-1,PC
s_008um_00424_00207-1,PC
s_008um_00410_00214-1,PC
s_008um_00466_00233-1,PC
s_008um_00473_00213-1,PC
s_008um_00435_00233-1,PC
s_008um_00407_00209-1,PC
s_008um_00441_00230-1,PC
s_008um_00422_00232-1,PC
s_008um_00482_00228-1,PC
s_008um_00483_00231-1,PC
s_008um_00435_00223-1,PC
s_008um_00421_00206-1,PC
s_008um_00432_00235-1,PC
s_008um_00471_00225-1,PC
s_008um_00468_00204-1,PC
s_008um_00447_00242-1,PC
s_008um_00471_00230-1,PC
s_008um_00440_00211-1,PC
s_008um_00429_00209-1,PC
s_008um_00462_00237-1,PC
s_008um_00459_00227-1,PC
s_008um_00437_00212-1,PC
s_008um_00425_00216-1,PC
s_008um_00457_00207-1,PC
s_008um_00466_00234-1,PC
s_008um_00414_00212-1,PC
s_008um_00432_00209-1,PC
s_008um_00429_00203-1,PC
s_008um_00482_00217-1,PC
s_008um_00413_00213-1,PC
s_008um_00462_00216-1,PC
s_008um_00464_00229-1,PC
s_008um_00420_00223-1,PC
s_008um_00474_00208-1,PC
s_008um_00481_00207-1,PC
s_008um_00447_00203-1,PC
s_008um_00458_00203-1,PC
s_008um_00434_00204-1,PC
s_008um_00435_00216-1,PC
s_008um_00449_00218-1,PC
s_008um_00443_00234-1,PC
s_008um_00467_00216-1,PC
s_008um_00456_00229-1,PC
s_008um_00476_00229-1,PC
s_008um_00414_00229-1,PC
s_008um_00439_00232-1,PC
s_008um_00455_00214-1,PC
s_008um_00433_00215-1,PC
s_008um_00433_00209-1,PC
s_008um_00473_00234-1,PC
s_008um_00447_00235-1,PC
s_008um_00412_00213-1,PC
s_008um_00447_00232-1,PC
s_008um_00420_00209-1,PC
s_008um_00451_00203-1,PC
s_008um_00452_00232-1,PC
s_008um_00439_00235-1,PC
s_008um_00430_00213-1,PC
s_008um_00433_00228-1,PC
s_008um_00479_00215-1,PC
s_008um_00461_00214-1,PC
s_008um_00469_00200-1,PC
s_008um_00480_00196-1,PC
s_008um_00462_00235-1,PC
s_008um_00429_00221-1,PC
s_008um_00406_00203-1,PC
s_008um_00465_00212-1,PC
s_008um_00478_00214-1,PC
s_008um_00416_00211-1,PC
s_008um_00453_00235-1,PC
s_008um_00448_00236-1,PC
s_008um_00454_00242-1,PC
s_008um_00410_00217-1,PC
s_008um_00414_00234-1,PC
s_008um_00474_00228-1,PC
s_008um_00468_00232-1,PC
s_008um_00473_00225-1,PC
s_008um_00463_00223-1,PC
s_008um_00440_00231-1,PC
s_008um_00462_00211-1,PC
s_008um_00453_00232-1,PC
s_008um_00446_00220-1,PC
s_008um_00425_00227-1,PC
s_008um_00438_00224-1,PC
s_008um_00451_00216-1,PC
s_008um_00480_00214-1,PC
s_008um_00415_00204-1,PC
s_008um_00426_00216-1,PC
s_008um_00430_00236-1,PC
s_008um_00444_00210-1,PC
s_008um_00425_00230-1,PC
s_008um_00455_00213-1,PC
s_008um_00438_00211-1,PC
s_008um_00477_00199-1,PC
s_008um_00453_00218-1,PC
s_008um_00418_00211-1,PC
s_008um_00448_00225-1,PC
s_008um_00481_00196-1,PC
s_008um_00419_00211-1,PC
s_008um_00439_00216-1,PC
s_008um_00452_00229-1,PC
s_008um_00453_00238-1,PC
s_008um_00426_00238-1,PC
s_008um_00459_00240-1,PC
s_008um_00409_00209-1,PC
s_008um_00465_00234-1,PC
s_008um_00438_00226-1,PC
s_008um_00440_00234-1,PC
s_008um_00451_00210-1,PC
s_008um_00457_00220-1,PC
s_008um_00476_00219-1,PC
s_008um_00479_00211-1,PC
s_008um_00422_00236-1,PC
s_008um_00443_00209-1,PC
s_008um_00411_00220-1,PC
s_008um_00424_00217-1,PC
s_008um_00430_00205-1,PC
s_008um_00426_00214-1,PC
s_008um_00448_00232-1,PC
s_008um_00448_00235-1,PC
s_008um_00448_00230-1,PC
s_008um_00415_00217-1,PC
s_008um_00415_00221-1,PC
s_008um_00448_00213-1,PC
s_008um_00423_00230-1,PC
s_008um_00469_00210-1,PC
s_008um_00431_00228-1,PC
s_008um_00437_00219-1,PC
s_008um_00460_00212-1,PC
s_008um_00455_00235-1,PC
s_008um_00410_00221-1,PC
s_008um_00464_00217-1,PC
s_008um_00457_00238-1,PC
s_008um_00452_00222-1,PC
s_008um_00470_00229-1,PC
s_008um_00438_00232-1,PC
s_008um_00411_00219-1,PC
s_008um_00409_00212-1,PC
s_008um_00424_00219-1,PC
s_008um_00411_00233-1,PC
s_008um_00428_00233-1,PC
s_008um_00472_00211-1,PC
s_008um_00420_00227-1,PC
s_008um_00427_00211-1,PC
s_008um_00418_00215-1,PC
s_008um_00418_00223-1,PC
s_008um_00430_00215-1,PC
s_008um_00461_00241-1,PC
s_008um_00417_00217-1,PC
s_008um_00434_00208-1,PC
s_008um_00465_00213-1,PC
s_008um_00467_00228-1,PC
s_008um_00436_00213-1,PC
s_008um_00478_00216-1,PC
s_008um_00468_00202-1,PC
s_008um_00476_00225-1,PC
s_008um_00470_00232-1,PC
s_008um_00432_00231-1,PC
s_008um_00446_00237-1,PC
s_008um_00451_00213-1,PC
s_008um_00461_00218-1,PC
s_008um_00478_00234-1,PC
s_008um_00462_00225-1,PC
s_008um_00414_00207-1,PC
s_008um_00428_00230-1,PC
s_008um_00443_00236-1,PC
s_008um_00470_00228-1,PC
s_008um_00419_00222-1,PC
s_008um_00480_00203-1,PC
s_008um_00475_00198-1,PC
s_008um_00416_00231-1,PC
s_008um_00466_00218-1,PC
s_008um_00472_00237-1,PC
s_008um_00464_00235-1,PC
s_008um_00418_00231-1,PC
s_008um_00429_00215-1,PC
s_008um_00432_00212-1,PC
s_008um_00445_00239-1,PC
s_008um_00462_00218-1,PC
s_008um_00470_00222-1,PC
s_008um_00439_00218-1,PC
s_008um_00417_00219-1,PC
s_008um_00446_00208-1,PC
s_008um_00420_00213-1,PC
s_008um_00411_00216-1,PC
s_008um_00446_00226-1,PC
s_008um_00467_00232-1,PC
s_008um_00477_00212-1,PC
s_008um_00443_00227-1,PC
s_008um_00444_00212-1,PC
s_008um_00432_00233-1,PC
s_008um_00448_00219-1,PC
s_008um_00425_00205-1,PC
s_008um_00449_00220-1,PC
s_008um_00476_00235-1,PC
s_008um_00466_00230-1,PC
s_008um_00455_00226-1,PC
s_008um_00465_00235-1,PC
s_008um_00477_00214-1,PC
s_008um_00436_00234-1,PC
s_008um_00482_00230-1,PC
s_008um_00442_00229-1,PC
s_008um_00419_00208-1,PC
s_008um_00442_00207-1,PC
s_008um_00410_00215-1,PC
s_008um_00442_00210-1,PC
s_008um_00426_00206-1,PC
s_008um_00428_00206-1,PC
s_008um_00416_00208-1,PC
s_008um_00465_00216-1,PC
s_008um_00472_00224-1,PC
s_008um_00480_00205-1,PC
s_008um_00430_00216-1,PC
s_008um_00451_00220-1,PC
s_008um_00441_00224-1,PC
s_008um_00413_00230-1,PC
s_008um_00414_00227-1,PC
s_008um_00453_00237-1,PC
s_008um_00435_00203-1,PC
s_008um_00427_00218-1,PC
s_008um_00439_00207-1,PC
s_008um_00439_00238-1,PC
s_008um_00424_00232-1,PC
s_008um_00447_00204-1,PC
s_008um_00421_00223-1,PC
s_008um_00476_00216-1,PC
s_008um_00412_00220-1,PC
s_008um_00474_00211-1,PC
s_008um_00412_00203-1,PC
s_008um_00451_00239-1,PC
s_008um_00433_00204-1,PC
s_008um_00439_00229-1,PC
s_008um_00409_00211-1,PC
s_008um_00434_00211-1,PC
s_008um_00419_00219-1,PC
s_008um_00415_00227-1,PC
s_008um_00475_00200-1,PC
s_008um_00424_00210-1,PC
s_008um_00425_00211-1,PC
s_008um_00411_00212-1,PC
s_008um_00472_00223-1,PC
s_008um_00469_00223-1,PC
s_008um_00462_00228-1,PC
s_008um_00424_00236-1,PC
s_008um_00478_00225-1,PC
s_008um_00449_00229-1,PC
s_008um_00410_00224-1,PC
s_008um_00463_00213-1,PC
s_008um_00426_00220-1,PC
s_008um_00483_00226-1,PC
s_008um_00453_00213-1,PC
s_008um_00426_00213-1,PC
s_008um_00454_00220-1,PC
s_008um_00469_00220-1,PC
s_008um_00450_00214-1,PC
s_008um_00457_00241-1,PC
s_008um_00437_00216-1,PC
s_008um_00465_00215-1,PC
s_008um_00481_00214-1,PC
s_008um_00426_00231-1,PC
s_008um_00441_00236-1,PC
s_008um_00481_00223-1,PC
s_008um_00424_00220-1,PC
s_008um_00473_00233-1,PC
s_008um_00411_00213-1,PC
s_008um_00462_00208-1,PC
s_008um_00454_00232-1,PC
s_008um_00475_00199-1,PC
s_008um_00475_00218-1,PC
s_008um_00470_00201-1,PC
s_008um_00477_00207-1,PC
s_008um_00472_00236-1,PC
s_008um_00432_00217-1,PC
s_008um_00439_00209-1,PC
s_008um_00437_00225-1,PC
s_008um_00452_00211-1,PC
s_008um_00433_00237-1,PC
s_008um_00458_00211-1,PC
s_008um_00450_00228-1,PC
s_008um_00431_00211-1,PC
s_008um_00447_00223-1,PC
s_008um_00458_00205-1,PC
s_008um_00437_00205-1,PC
s_008um_00429_00235-1,PC
s_008um_00443_00212-1,PC
s_008um_00423_00203-1,PC
s_008um_00463_00231-1,PC
s_008um_00415_00235-1,PC
s_008um_00414_00224-1,PC
s_008um_00478_00232-1,PC
s_008um_00476_00208-1,PC
s_008um_00430_00225-1,PC
s_008um_00460_00239-1,PC
s_008um_00449_00202-1,PC
s_008um_00454_00215-1,PC
s_008um_00471_00214-1,PC
s_008um_00456_00231-1,PC
s_008um_00469_00238-1,PC
s_008um_00469_00221-1,PC
s_008um_00477_00200-1,PC
s_008um_00444_00213-1,PC
s_008um_00477_00215-1,PC
s_008um_00461_00242-1,PC
s_008um_00457_00226-1,PC
s_008um_00434_00228-1,PC
s_008um_00407_00207-1,PC
s_008um_00468_00227-1,PC
s_008um_00481_00217-1,PC
s_008um_00423_00237-1,PC
s_008um_00480_00211-1,PC
s_008um_00459_00212-1,PC
s_008um_00442_00211-1,PC
s_008um_00458_00219-1,PC
s_008um_00418_00221-1,PC
s_008um_00417_00228-1,PC
s_008um_00465_00224-1,PC
s_008um_00425_00228-1,PC
s_008um_00474_00199-1,PC
s_008um_00446_00234-1,PC
s_008um_00427_00237-1,PC
s_008um_00429_00234-1,PC
s_008um_00468_00212-1,PC
s_008um_00425_00206-1,PC
s_008um_00422_00219-1,PC
s_008um_00446_00216-1,PC
s_008um_00475_00201-1,PC
s_008um_00456_00237-1,PC
s_008um_00475_00234-1,PC
s_008um_00438_00217-1,PC
s_008um_00460_00213-1,PC
s_008um_00427_00215-1,PC
s_008um_00476_00198-1,PC
s_008um_00454_00230-1,PC
s_008um_00415_00228-1,PC
s_008um_00427_00217-1,PC
s_008um_00417_00230-1,PC
s_008um_00481_00219-1,PC
s_008um_00422_00204-1,PC
s_008um_00474_00201-1,PC
s_008um_00451_00212-1,PC
s_008um_00466_00219-1,PC
s_008um_00451_00226-1,PC
s_008um_00456_00218-1,PC
s_008um_00437_00211-1,PC
s_008um_00411_00208-1,PC
s_008um_00432_00220-1,PC
s_008um_00460_00228-1,PC
s_008um_00484_00225-1,PC
s_008um_00424_00227-1,PC
s_008um_00456_00212-1,PC
s_008um_00411_00215-1,PC
s_008um_00446_00209-1,PC
s_008um_00450_00237-1,PC
s_008um_00427_00223-1,PC
s_008um_00428_00216-1,PC
s_008um_00464_00236-1,PC
s_008um_00432_00223-1,PC
s_008um_00434_00220-1,PC
s_008um_00429_00226-1,PC
s_008um_00440_00208-1,PC
s_008um_00462_00236-1,PC
s_008um_00415_00209-1,PC
s_008um_00460_00226-1,PC
s_008um_00421_00216-1,PC
s_008um_00453_00229-1,PC
s_008um_00459_00206-1,PC
s_008um_00454_00208-1,PC
s_008um_00416_00210-1,PC
s_008um_00475_00215-1,PC
s_008um_00440_00220-1,PC
s_008um_00448_00237-1,PC
s_008um_00476_00236-1,PC
s_008um_00473_00235-1,PC
s_008um_00461_00227-1,PC
s_008um_00468_00228-1,PC
s_008um_00459_00221-1,PC
s_008um_00456_00204-1,PC
s_008um_00415_00234-1,PC
s_008um_00450_00220-1,PC
s_008um_00477_00202-1,PC
s_008um_00436_00217-1,PC
s_008um_00437_00234-1,PC
s_008um_00468_00236-1,PC
s_008um_00464_00230-1,PC
s_008um_00447_00228-1,PC
s_008um_00427_00220-1,PC
s_008um_00443_00235-1,PC
s_008um_00461_00232-1,PC
s_008um_00476_00224-1,PC
s_008um_00410_00207-1,PC
s_008um_00444_00206-1,PC
s_008um_00430_00214-1,PC
s_008um_00437_00235-1,PC
s_008um_00464_00239-1,PC
s_008um_00423_00216-1,PC
s_008um_00475_00208-1,PC
s_008um_00476_00211-1,PC
s_008um_00429_00205-1,PC
s_008um_00455_00210-1,PC
s_008um_00455_00234-1,PC
s_008um_00446_00240-1,PC
s_008um_00408_00220-1,PC
s_008um_00410_00202-1,PC
s_008um_00478_00236-1,PC
s_008um_00415_00214-1,PC
s_008um_00412_00222-1,PC
s_008um_00451_00215-1,PC
s_008um_00464_00205-1,PC
s_008um_00466_00240-1,PC
s_008um_00469_00232-1,PC
s_008um_00476_00237-1,PC
s_008um_00442_00235-1,PC
s_008um_00468_00209-1,PC
s_008um_00412_00208-1,PC
s_008um_00409_00213-1,PC
s_008um_00446_00215-1,PC
s_008um_00409_00210-1,PC
s_008um_00443_00207-1,PC
s_008um_00422_00230-1,PC
s_008um_00411_00229-1,PC
s_008um_00435_00236-1,PC
s_008um_00459_00233-1,PC
s_008um_00452_00235-1,PC
s_008um_00442_00208-1,PC
s_008um_00442_00237-1,PC
s_008um_00432_00224-1,PC
s_008um_00458_00228-1,PC
s_008um_00417_00234-1,PC
s_008um_00418_00210-1,PC
s_008um_00459_00226-1,PC
s_008um_00405_00201-1,PC
s_008um_00435_00209-1,PC
s_008um_00456_00239-1,PC
s_008um_00449_00216-1,PC
s_008um_00478_00201-1,PC
s_008um_00412_00227-1,PC
s_008um_00458_00234-1,PC
s_008um_00417_00220-1,PC
s_008um_00449_00240-1,PC
s_008um_00425_00214-1,PC
s_008um_00443_00219-1,PC
s_008um_00450_00202-1,PC
s_008um_00430_00234-1,PC
s_008um_00449_00233-1,PC
s_008um_00411_00227-1,PC
s_008um_00424_00206-1,PC
s_008um_00445_00228-1,PC
s_008um_00409_00227-1,PC
s_008um_00427_00208-1,PC
s_008um_00430_00232-1,PC
s_008um_00406_00208-1,PC
s_008um_00413_00218-1,PC
s_008um_00444_00219-1,PC
s_008um_00477_00227-1,PC
s_008um_00421_00224-1,PC
s_008um_00448_00211-1,PC
s_008um_00432_00236-1,PC
s_008um_00407_00202-1,PC
s_008um_00454_00213-1,PC
s_008um_00412_00224-1,PC
s_008um_00409_00205-1,PC
s_008um_00472_00207-1,PC
s_008um_00473_00236-1,PC
s_008um_00472_00203-1,PC
s_008um_00456_00236-1,PC
s_008um_00447_00220-1,PC
s_008um_00464_00210-1,PC
s_008um_00455_00228-1,PC
s_008um_00459_00219-1,PC
s_008um_00412_00218-1,PC
s_008um_00466_00205-1,PC
s_008um_00466_00231-1,PC
s_008um_00464_00208-1,PC
s_008um_00430_00208-1,PC
s_008um_00436_00227-1,PC
s_008um_00462_00214-1,PC
s_008um_00410_00206-1,PC
s_008um_00443_00238-1,PC
s_008um_00450_00227-1,PC
s_008um_00440_00217-1,PC
s_008um_00481_00216-1,PC
s_008um_00478_00229-1,PC
s_008um_00410_00205-1,PC
s_008um_00418_00232-1,PC
s_008um_00418_00226-1,PC
s_008um_00413_00220-1,PC
s_008um_00470_00238-1,PC
s_008um_00430_00211-1,PC
s_008um_00412_00210-1,PC
s_008um_00460_00218-1,PC
s_008um_00442_00217-1,PC
s_008um_00452_00237-1,PC
s_008um_00422_00206-1,PC
s_008um_00454_00236-1,PC
s_008um_00436_00238-1,PC
s_008um_00453_00202-1,PC
s_008um_00445_00223-1,PC
s_008um_00408_00212-1,PC
s_008um_00418_00214-1,PC
s_008um_00455_00203-1,PC
s_008um_00415_00205-1,PC
s_008um_00424_00221-1,PC
s_008um_00458_00238-1,PC
s_008um_00454_00218-1,PC
s_008um_00441_00210-1,PC
s_008um_00450_00204-1,PC
s_008um_00414_00225-1,PC
s_008um_00466_00226-1,PC
s_008um_00482_00215-1,PC
s_008um_00453_00203-1,PC
s_008um_00462_00209-1,PC
s_008um_00419_00221-1,PC
s_008um_00434_00207-1,PC
s_008um_00441_00212-1,PC
s_008um_00452_00241-1,PC
s_008um_00413_00232-1,PC
s_008um_00482_00227-1,PC
s_008um_00426_00217-1,PC
s_008um_00434_00212-1,PC
s_008um_00437_00207-1,PC
s_008um_00414_00226-1,PC
s_008um_00482_00221-1,PC
s_008um_00440_00213-1,PC
s_008um_00443_00215-1,PC
s_008um_00480_00229-1,PC
s_008um_00432_00229-1,PC
s_008um_00434_00209-1,PC
s_008um_00415_00215-1,PC
s_008um_00451_00237-1,PC
s_008um_00473_00229-1,PC
s_008um_00456_00234-1,PC
s_008um_00423_00232-1,PC
s_008um_00417_00214-1,PC
s_008um_00441_00238-1,PC
s_008um_00471_00204-1,PC
s_008um_00449_00210-1,PC
s_008um_00432_00230-1,PC
s_008um_00430_00212-1,PC
s_008um_00458_00222-1,PC
s_008um_00467_00208-1,PC
s_008um_00478_00205-1,PC
s_008um_00440_00214-1,PC
s_008um_00408_00211-1,PC
s_008um_00431_00204-1,PC
s_008um_00434_00216-1,PC
s_008um_00479_00229-1,PC
s_008um_00463_00238-1,PC
s_008um_00447_00224-1,PC
s_008um_00473_00216-1,PC
s_008um_00458_00218-1,PC
s_008um_00468_00237-1,PC
s_008um_00426_00204-1,PC
s_008um_00407_00205-1,PC
s_008um_00464_00221-1,PC
s_008um_00467_00203-1,PC
s_008um_00433_00213-1,PC
s_008um_00414_00216-1,PC
s_008um_00480_00202-1,PC
s_008um_00429_00216-1,PC
s_008um_00456_00235-1,PC
s_008um_00459_00211-1,PC
s_008um_00428_00214-1,PC
s_008um_00415_00208-1,PC
s_008um_00414_00222-1,PC
s_008um_00415_00226-1,PC
s_008um_00413_00223-1,PC
s_008um_00450_00234-1,PC
s_008um_00414_00205-1,PC
s_008um_00414_00231-1,PC
s_008um_00418_00229-1,PC
s_008um_00449_00227-1,PC
s_008um_00470_00224-1,PC
s_008um_00408_00215-1,PC
s_008um_00454_00210-1,PC
s_008um_00465_00225-1,PC
s_008um_00444_00239-1,PC
s_008um_00434_00237-1,PC
s_008um_00414_00203-1,PC
s_008um_00462_00206-1,PC
s_008um_00474_00212-1,PC
s_008um_00480_00215-1,PC
s_008um_00430_00218-1,PC
s_008um_00425_00222-1,PC
s_008um_00461_00208-1,PC
s_008um_00476_00210-1,PC
s_008um_00439_00206-1,PC
s_008um_00437_00217-1,PC
s_008um_00433_00210-1,PC
s_008um_00453_00214-1,PC
s_008um_00469_00235-1,PC
s_008um_00429_00219-1,PC
s_008um_00452_00219-1,PC
s_008um_00434_00221-1,PC
s_008um_00411_00206-1,PC
s_008um_00450_00207-1,PC
s_008um_00418_00222-1,PC
s_008um_00444_00236-1,PC
s_008um_00468_00225-1,PC
s_008um_00409_00221-1,PC
s_008um_00421_00209-1,PC
s_008um_00442_00227-1,PC
s_008um_00445_00220-1,PC
s_008um_00470_00204-1,PC
s_008um_00408_00217-1,PC
s_008um_00422_00223-1,PC
s_008um_00420_00206-1,PC
s_008um_00476_00202-1,PC
s_008um_00453_00223-1,PC
s_008um_00481_00198-1,PC
s_008um_00448_00209-1,PC
s_008um_00433_00227-1,PC
s_008um_00467_00210-1,PC
s_008um_00471_00206-1,PC
s_008um_00427_00233-1,PC
s_008um_00417_00232-1,PC
s_008um_00483_00229-1,PC
s_008um_00463_00235-1,PC
s_008um_00440_00228-1,PC
s_008um_00421_00211-1,PC
