Barcode,Top
s_008um_00141_00115-1,PC
s_008um_00144_00116-1,PC
s_008um_00146_00142-1,PC
s_008um_00116_00124-1,PC
s_008um_00148_00145-1,PC
s_008um_00121_00115-1,PC
s_008um_00096_00122-1,PC
s_008um_00095_00139-1,PC
s_008um_00113_00141-1,PC
s_008um_00131_00126-1,PC
s_008um_00086_00146-1,PC
s_008um_00130_00144-1,PC
s_008um_00124_00123-1,PC
s_008um_00102_00143-1,PC
s_008um_00084_00136-1,PC
s_008um_00136_00133-1,PC
s_008um_00148_00146-1,PC
s_008um_00107_00152-1,PC
s_008um_00115_00136-1,PC
s_008um_00080_00132-1,PC
s_008um_00110_00137-1,PC
s_008um_00145_00141-1,PC
s_008um_00132_00151-1,PC
s_008um_00093_00153-1,PC
s_008um_00125_00148-1,PC
s_008um_00123_00141-1,PC
s_008um_00078_00121-1,PC
s_008um_00133_00145-1,PC
s_008um_00087_00140-1,PC
s_008um_00134_00147-1,PC
s_008um_00134_00137-1,PC
s_008um_00086_00141-1,PC
s_008um_00104_00132-1,PC
s_008um_00103_00150-1,PC
s_008um_00092_00143-1,PC
s_008um_00094_00135-1,PC
s_008um_00134_00115-1,PC
s_008um_00150_00118-1,PC
s_008um_00132_00147-1,PC
s_008um_00145_00147-1,PC
s_008um_00108_00141-1,PC
s_008um_00112_00138-1,PC
s_008um_00107_00137-1,PC
s_008um_00118_00132-1,PC
s_008um_00106_00139-1,PC
s_008um_00113_00121-1,PC
s_008um_00142_00147-1,PC
s_008um_00078_00123-1,PC
s_008um_00140_00115-1,PC
s_008um_00138_00136-1,PC
s_008um_00098_00138-1,PC
s_008um_00131_00130-1,PC
s_008um_00156_00138-1,PC
s_008um_00104_00146-1,PC
s_008um_00093_00148-1,PC
s_008um_00104_00149-1,PC
s_008um_00105_00149-1,PC
s_008um_00149_00132-1,PC
s_008um_00114_00153-1,PC
s_008um_00142_00137-1,PC
s_008um_00122_00137-1,PC
s_008um_00123_00121-1,PC
s_008um_00114_00117-1,PC
s_008um_00110_00142-1,PC
s_008um_00136_00120-1,PC
s_008um_00122_00140-1,PC
s_008um_00093_00150-1,PC
s_008um_00120_00119-1,PC
s_008um_00129_00127-1,PC
s_008um_00084_00133-1,PC
s_008um_00149_00117-1,PC
s_008um_00123_00116-1,PC
s_008um_00125_00132-1,PC
s_008um_00117_00141-1,PC
s_008um_00109_00138-1,PC
s_008um_00146_00119-1,PC
s_008um_00107_00154-1,PC
s_008um_00129_00134-1,PC
s_008um_00125_00145-1,PC
s_008um_00125_00120-1,PC
s_008um_00145_00144-1,PC
s_008um_00150_00108-1,PC
s_008um_00124_00113-1,PC
s_008um_00108_00119-1,PC
s_008um_00137_00137-1,PC
s_008um_00096_00137-1,PC
s_008um_00129_00130-1,PC
s_008um_00079_00129-1,PC
s_008um_00084_00143-1,PC
s_008um_00141_00142-1,PC
s_008um_00093_00142-1,PC
s_008um_00103_00125-1,PC
s_008um_00124_00133-1,PC
s_008um_00134_00121-1,PC
s_008um_00101_00139-1,PC
s_008um_00142_00120-1,PC
s_008um_00082_00126-1,PC
s_008um_00126_00126-1,PC
s_008um_00080_00129-1,PC
s_008um_00090_00132-1,PC
s_008um_00149_00140-1,PC
s_008um_00102_00128-1,PC
s_008um_00150_00115-1,PC
s_008um_00150_00104-1,PC
s_008um_00113_00126-1,PC
s_008um_00108_00148-1,PC
s_008um_00129_00138-1,PC
s_008um_00134_00136-1,PC
s_008um_00103_00136-1,PC
s_008um_00107_00126-1,PC
s_008um_00147_00113-1,PC
s_008um_00106_00138-1,PC
s_008um_00133_00129-1,PC
s_008um_00141_00120-1,PC
s_008um_00130_00113-1,PC
s_008um_00144_00122-1,PC
s_008um_00134_00144-1,PC
s_008um_00148_00107-1,PC
s_008um_00132_00121-1,PC
s_008um_00103_00130-1,PC
s_008um_00125_00150-1,PC
s_008um_00105_00137-1,PC
s_008um_00115_00132-1,PC
s_008um_00107_00131-1,PC
s_008um_00125_00123-1,PC
s_008um_00097_00140-1,PC
s_008um_00146_00136-1,PC
s_008um_00095_00136-1,PC
s_008um_00152_00133-1,PC
s_008um_00083_00133-1,PC
s_008um_00108_00132-1,PC
s_008um_00123_00152-1,PC
s_008um_00110_00124-1,PC
s_008um_00117_00133-1,PC
s_008um_00139_00141-1,PC
s_008um_00108_00149-1,PC
s_008um_00151_00140-1,PC
s_008um_00142_00122-1,PC
s_008um_00092_00149-1,PC
s_008um_00143_00116-1,PC
s_008um_00143_00137-1,PC
s_008um_00118_00154-1,PC
s_008um_00107_00130-1,PC
s_008um_00120_00132-1,PC
s_008um_00085_00133-1,PC
s_008um_00091_00138-1,PC
s_008um_00116_00130-1,PC
s_008um_00120_00149-1,PC
s_008um_00115_00133-1,PC
s_008um_00126_00151-1,PC
s_008um_00151_00135-1,PC
s_008um_00106_00140-1,PC
s_008um_00104_00122-1,PC
s_008um_00119_00153-1,PC
s_008um_00129_00123-1,PC
s_008um_00124_00129-1,PC
s_008um_00118_00123-1,PC
s_008um_00136_00143-1,PC
s_008um_00152_00138-1,PC
s_008um_00109_00126-1,PC
s_008um_00142_00119-1,PC
s_008um_00127_00138-1,PC
s_008um_00108_00154-1,PC
s_008um_00120_00120-1,PC
s_008um_00111_00131-1,PC
s_008um_00099_00147-1,PC
s_008um_00096_00124-1,PC
s_008um_00141_00129-1,PC
s_008um_00085_00131-1,PC
s_008um_00153_00138-1,PC
s_008um_00112_00125-1,PC
s_008um_00115_00135-1,PC
s_008um_00098_00126-1,PC
s_008um_00105_00144-1,PC
s_008um_00131_00148-1,PC
s_008um_00097_00125-1,PC
s_008um_00081_00125-1,PC
s_008um_00137_00145-1,PC
s_008um_00148_00104-1,PC
s_008um_00088_00147-1,PC
s_008um_00100_00141-1,PC
s_008um_00128_00147-1,PC
s_008um_00113_00144-1,PC
s_008um_00129_00132-1,PC
s_008um_00116_00144-1,PC
s_008um_00130_00118-1,PC
s_008um_00131_00145-1,PC
s_008um_00118_00135-1,PC
s_008um_00086_00145-1,PC
s_008um_00103_00131-1,PC
s_008um_00127_00117-1,PC
s_008um_00149_00141-1,PC
s_008um_00086_00142-1,PC
s_008um_00114_00136-1,PC
s_008um_00087_00141-1,PC
s_008um_00117_00154-1,PC
s_008um_00130_00149-1,PC
s_008um_00105_00130-1,PC
s_008um_00135_00116-1,PC
s_008um_00129_00135-1,PC
s_008um_00117_00129-1,PC
s_008um_00088_00149-1,PC
s_008um_00145_00114-1,PC
s_008um_00136_00149-1,PC
s_008um_00085_00146-1,PC
s_008um_00112_00135-1,PC
s_008um_00112_00146-1,PC
s_008um_00112_00155-1,PC
s_008um_00099_00126-1,PC
s_008um_00132_00140-1,PC
s_008um_00128_00119-1,PC
s_008um_00102_00135-1,PC
s_008um_00138_00137-1,PC
s_008um_00150_00134-1,PC
s_008um_00133_00110-1,PC
s_008um_00094_00137-1,PC
s_008um_00120_00135-1,PC
s_008um_00124_00134-1,PC
s_008um_00147_00106-1,PC
s_008um_00100_00144-1,PC
s_008um_00111_00122-1,PC
s_008um_00139_00108-1,PC
s_008um_00103_00153-1,PC
s_008um_00112_00128-1,PC
s_008um_00096_00145-1,PC
s_008um_00108_00131-1,PC
s_008um_00121_00131-1,PC
s_008um_00141_00144-1,PC
s_008um_00084_00144-1,PC
s_008um_00145_00138-1,PC
s_008um_00104_00156-1,PC
s_008um_00115_00144-1,PC
s_008um_00089_00150-1,PC
s_008um_00096_00131-1,PC
s_008um_00139_00137-1,PC
s_008um_00118_00117-1,PC
s_008um_00137_00133-1,PC
s_008um_00136_00121-1,PC
s_008um_00088_00146-1,PC
s_008um_00106_00143-1,PC
s_008um_00150_00123-1,PC
s_008um_00118_00148-1,PC
s_008um_00092_00150-1,PC
s_008um_00142_00132-1,PC
s_008um_00091_00133-1,PC
s_008um_00093_00151-1,PC
s_008um_00101_00133-1,PC
s_008um_00109_00141-1,PC
s_008um_00109_00153-1,PC
s_008um_00146_00108-1,PC
s_008um_00095_00133-1,PC
s_008um_00139_00131-1,PC
s_008um_00146_00138-1,PC
s_008um_00131_00117-1,PC
s_008um_00102_00122-1,PC
s_008um_00100_00124-1,PC
s_008um_00122_00118-1,PC
s_008um_00128_00132-1,PC
s_008um_00100_00135-1,PC
s_008um_00113_00150-1,PC
s_008um_00091_00126-1,PC
s_008um_00097_00153-1,PC
s_008um_00116_00118-1,PC
s_008um_00123_00134-1,PC
s_008um_00142_00116-1,PC
s_008um_00114_00134-1,PC
s_008um_00149_00114-1,PC
s_008um_00090_00144-1,PC
s_008um_00079_00128-1,PC
s_008um_00141_00137-1,PC
s_008um_00092_00153-1,PC
s_008um_00104_00124-1,PC
s_008um_00137_00126-1,PC
s_008um_00125_00135-1,PC
s_008um_00123_00126-1,PC
s_008um_00094_00125-1,PC
s_008um_00092_00152-1,PC
s_008um_00148_00134-1,PC
s_008um_00111_00118-1,PC
s_008um_00136_00139-1,PC
s_008um_00130_00120-1,PC
s_008um_00115_00153-1,PC
s_008um_00093_00140-1,PC
s_008um_00104_00133-1,PC
s_008um_00107_00127-1,PC
s_008um_00151_00132-1,PC
s_008um_00115_00154-1,PC
s_008um_00143_00113-1,PC
s_008um_00119_00149-1,PC
s_008um_00145_00133-1,PC
s_008um_00141_00114-1,PC
s_008um_00114_00120-1,PC
s_008um_00115_00122-1,PC
s_008um_00125_00124-1,PC
s_008um_00142_00109-1,PC
s_008um_00109_00140-1,PC
s_008um_00101_00145-1,PC
s_008um_00131_00146-1,PC
s_008um_00113_00143-1,PC
s_008um_00122_00119-1,PC
s_008um_00149_00137-1,PC
s_008um_00145_00128-1,PC
s_008um_00082_00122-1,PC
s_008um_00139_00134-1,PC
s_008um_00120_00125-1,PC
s_008um_00119_00145-1,PC
s_008um_00114_00139-1,PC
s_008um_00146_00141-1,PC
s_008um_00152_00115-1,PC
s_008um_00147_00138-1,PC
s_008um_00134_00109-1,PC
s_008um_00135_00131-1,PC
s_008um_00086_00144-1,PC
s_008um_00100_00155-1,PC
s_008um_00129_00144-1,PC
s_008um_00100_00138-1,PC
s_008um_00105_00132-1,PC
s_008um_00143_00133-1,PC
s_008um_00115_00143-1,PC
s_008um_00129_00119-1,PC
s_008um_00104_00155-1,PC
s_008um_00138_00126-1,PC
s_008um_00143_00148-1,PC
s_008um_00108_00129-1,PC
s_008um_00139_00123-1,PC
s_008um_00124_00130-1,PC
s_008um_00105_00123-1,PC
s_008um_00130_00131-1,PC
s_008um_00125_00128-1,PC
s_008um_00133_00135-1,PC
s_008um_00087_00130-1,PC
s_008um_00124_00114-1,PC
s_008um_00107_00129-1,PC
s_008um_00140_00129-1,PC
s_008um_00146_00146-1,PC
s_008um_00103_00145-1,PC
s_008um_00085_00126-1,PC
s_008um_00095_00127-1,PC
s_008um_00133_00127-1,PC
s_008um_00096_00126-1,PC
s_008um_00125_00115-1,PC
s_008um_00106_00135-1,PC
s_008um_00094_00139-1,PC
s_008um_00150_00130-1,PC
s_008um_00153_00135-1,PC
s_008um_00101_00143-1,PC
s_008um_00129_00125-1,PC
s_008um_00118_00145-1,PC
s_008um_00085_00149-1,PC
s_008um_00143_00147-1,PC
s_008um_00091_00140-1,PC
s_008um_00150_00122-1,PC
s_008um_00136_00126-1,PC
s_008um_00128_00123-1,PC
s_008um_00154_00135-1,PC
s_008um_00103_00155-1,PC
s_008um_00140_00147-1,PC
s_008um_00151_00139-1,PC
s_008um_00117_00148-1,PC
s_008um_00110_00134-1,PC
s_008um_00123_00131-1,PC
s_008um_00131_00135-1,PC
s_008um_00123_00147-1,PC
s_008um_00138_00117-1,PC
s_008um_00148_00125-1,PC
s_008um_00126_00115-1,PC
s_008um_00143_00146-1,PC
s_008um_00121_00126-1,PC
s_008um_00117_00125-1,PC
s_008um_00127_00135-1,PC
s_008um_00099_00121-1,PC
s_008um_00147_00122-1,PC
s_008um_00085_00148-1,PC
s_008um_00135_00144-1,PC
s_008um_00149_00123-1,PC
s_008um_00132_00131-1,PC
s_008um_00089_00126-1,PC
s_008um_00132_00133-1,PC
s_008um_00133_00143-1,PC
s_008um_00089_00141-1,PC
s_008um_00152_00122-1,PC
s_008um_00130_00134-1,PC
s_008um_00101_00132-1,PC
s_008um_00117_00153-1,PC
s_008um_00119_00135-1,PC
s_008um_00080_00130-1,PC
s_008um_00137_00129-1,PC
s_008um_00147_00141-1,PC
s_008um_00121_00128-1,PC
s_008um_00117_00140-1,PC
s_008um_00104_00129-1,PC
s_008um_00121_00136-1,PC
s_008um_00128_00129-1,PC
s_008um_00125_00152-1,PC
s_008um_00147_00143-1,PC
s_008um_00151_00130-1,PC
s_008um_00110_00123-1,PC
s_008um_00153_00137-1,PC
s_008um_00109_00132-1,PC
s_008um_00114_00141-1,PC
s_008um_00091_00150-1,PC
s_008um_00105_00146-1,PC
s_008um_00152_00124-1,PC
s_008um_00123_00136-1,PC
s_008um_00134_00143-1,PC
s_008um_00137_00136-1,PC
s_008um_00119_00147-1,PC
s_008um_00140_00140-1,PC
s_008um_00101_00134-1,PC
s_008um_00134_00135-1,PC
s_008um_00144_00120-1,PC
s_008um_00090_00139-1,PC
s_008um_00118_00125-1,PC
s_008um_00132_00129-1,PC
s_008um_00136_00142-1,PC
s_008um_00140_00135-1,PC
s_008um_00087_00125-1,PC
s_008um_00118_00137-1,PC
s_008um_00108_00124-1,PC
s_008um_00150_00121-1,PC
s_008um_00145_00136-1,PC
s_008um_00147_00121-1,PC
s_008um_00109_00133-1,PC
s_008um_00142_00115-1,PC
s_008um_00110_00138-1,PC
s_008um_00144_00123-1,PC
s_008um_00106_00154-1,PC
s_008um_00128_00135-1,PC
s_008um_00155_00137-1,PC
s_008um_00144_00135-1,PC
s_008um_00140_00130-1,PC
s_008um_00129_00116-1,PC
s_008um_00153_00133-1,PC
s_008um_00100_00146-1,PC
s_008um_00075_00122-1,PC
s_008um_00150_00125-1,PC
s_008um_00103_00120-1,PC
s_008um_00150_00144-1,PC
s_008um_00135_00142-1,PC
s_008um_00093_00126-1,PC
s_008um_00111_00145-1,PC
s_008um_00146_00135-1,PC
s_008um_00095_00141-1,PC
s_008um_00114_00137-1,PC
s_008um_00103_00138-1,PC
s_008um_00103_00121-1,PC
s_008um_00138_00145-1,PC
s_008um_00092_00126-1,PC
s_008um_00133_00119-1,PC
s_008um_00106_00125-1,PC
s_008um_00132_00124-1,PC
s_008um_00147_00135-1,PC
s_008um_00119_00150-1,PC
s_008um_00130_00114-1,PC
s_008um_00139_00110-1,PC
s_008um_00086_00125-1,PC
s_008um_00152_00116-1,PC
s_008um_00079_00122-1,PC
s_008um_00129_00129-1,PC
s_008um_00122_00113-1,PC
s_008um_00131_00119-1,PC
s_008um_00122_00121-1,PC
s_008um_00147_00118-1,PC
s_008um_00112_00145-1,PC
s_008um_00127_00126-1,PC
s_008um_00118_00141-1,PC
s_008um_00121_00117-1,PC
s_008um_00124_00116-1,PC
s_008um_00105_00121-1,PC
s_008um_00143_00128-1,PC
s_008um_00143_00115-1,PC
s_008um_00136_00116-1,PC
s_008um_00147_00133-1,PC
s_008um_00126_00148-1,PC
s_008um_00091_00131-1,PC
s_008um_00154_00141-1,PC
s_008um_00100_00142-1,PC
s_008um_00079_00130-1,PC
s_008um_00120_00154-1,PC
s_008um_00113_00139-1,PC
s_008um_00094_00136-1,PC
s_008um_00132_00146-1,PC
s_008um_00122_00151-1,PC
s_008um_00139_00124-1,PC
s_008um_00114_00128-1,PC
s_008um_00120_00144-1,PC
s_008um_00118_00129-1,PC
s_008um_00097_00136-1,PC
s_008um_00119_00154-1,PC
s_008um_00082_00135-1,PC
s_008um_00150_00116-1,PC
s_008um_00115_00137-1,PC
s_008um_00090_00133-1,PC
s_008um_00092_00135-1,PC
s_008um_00120_00133-1,PC
s_008um_00089_00146-1,PC
s_008um_00075_00121-1,PC
s_008um_00143_00111-1,PC
s_008um_00115_00126-1,PC
s_008um_00089_00139-1,PC
s_008um_00087_00148-1,PC
s_008um_00123_00153-1,PC
s_008um_00115_00116-1,PC
s_008um_00126_00132-1,PC
s_008um_00122_00122-1,PC
s_008um_00100_00129-1,PC
s_008um_00099_00124-1,PC
s_008um_00102_00145-1,PC
s_008um_00101_00127-1,PC
s_008um_00128_00138-1,PC
s_008um_00126_00118-1,PC
s_008um_00105_00150-1,PC
s_008um_00100_00125-1,PC
s_008um_00154_00139-1,PC
s_008um_00125_00138-1,PC
s_008um_00149_00127-1,PC
s_008um_00094_00148-1,PC
s_008um_00113_00122-1,PC
s_008um_00121_00133-1,PC
s_008um_00118_00121-1,PC
s_008um_00113_00117-1,PC
s_008um_00133_00122-1,PC
s_008um_00121_00129-1,PC
s_008um_00139_00142-1,PC
s_008um_00140_00146-1,PC
s_008um_00123_00150-1,PC
s_008um_00138_00130-1,PC
s_008um_00125_00131-1,PC
s_008um_00130_00130-1,PC
s_008um_00103_00128-1,PC
s_008um_00113_00147-1,PC
s_008um_00093_00125-1,PC
s_008um_00085_00129-1,PC
s_008um_00109_00119-1,PC
s_008um_00113_00137-1,PC
s_008um_00117_00149-1,PC
s_008um_00131_00114-1,PC
s_008um_00114_00150-1,PC
s_008um_00145_00113-1,PC
s_008um_00096_00152-1,PC
s_008um_00107_00135-1,PC
s_008um_00090_00142-1,PC
s_008um_00139_00146-1,PC
s_008um_00147_00129-1,PC
s_008um_00131_00118-1,PC
s_008um_00099_00143-1,PC
s_008um_00145_00145-1,PC
s_008um_00114_00151-1,PC
s_008um_00143_00110-1,PC
s_008um_00109_00149-1,PC
s_008um_00107_00156-1,PC
s_008um_00139_00138-1,PC
s_008um_00151_00106-1,PC
s_008um_00117_00152-1,PC
s_008um_00130_00139-1,PC
s_008um_00113_00155-1,PC
s_008um_00146_00132-1,PC
s_008um_00084_00139-1,PC
s_008um_00124_00153-1,PC
s_008um_00146_00120-1,PC
s_008um_00110_00139-1,PC
s_008um_00082_00136-1,PC
s_008um_00101_00155-1,PC
s_008um_00130_00126-1,PC
s_008um_00142_00134-1,PC
s_008um_00100_00122-1,PC
s_008um_00147_00139-1,PC
s_008um_00116_00156-1,PC
s_008um_00091_00139-1,PC
s_008um_00088_00143-1,PC
s_008um_00097_00150-1,PC
s_008um_00091_00128-1,PC
s_008um_00092_00131-1,PC
s_008um_00109_00148-1,PC
s_008um_00141_00109-1,PC
s_008um_00148_00144-1,PC
s_008um_00139_00130-1,PC
s_008um_00128_00152-1,PC
s_008um_00112_00156-1,PC
s_008um_00134_00123-1,PC
s_008um_00144_00139-1,PC
s_008um_00091_00147-1,PC
s_008um_00112_00136-1,PC
s_008um_00146_00125-1,PC
s_008um_00103_00147-1,PC
s_008um_00142_00131-1,PC
s_008um_00120_00152-1,PC
s_008um_00127_00134-1,PC
s_008um_00150_00112-1,PC
s_008um_00135_00126-1,PC
s_008um_00136_00113-1,PC
s_008um_00136_00147-1,PC
s_008um_00128_00151-1,PC
s_008um_00096_00129-1,PC
s_008um_00149_00130-1,PC
s_008um_00130_00132-1,PC
s_008um_00089_00135-1,PC
s_008um_00104_00143-1,PC
s_008um_00136_00148-1,PC
s_008um_00148_00142-1,PC
s_008um_00106_00131-1,PC
s_008um_00081_00130-1,PC
s_008um_00090_00124-1,PC
s_008um_00106_00153-1,PC
s_008um_00138_00114-1,PC
s_008um_00115_00145-1,PC
s_008um_00125_00137-1,PC
s_008um_00150_00120-1,PC
s_008um_00116_00117-1,PC
s_008um_00124_00120-1,PC
s_008um_00097_00129-1,PC
s_008um_00079_00125-1,PC
s_008um_00087_00146-1,PC
s_008um_00092_00140-1,PC
s_008um_00084_00122-1,PC
s_008um_00120_00121-1,PC
s_008um_00086_00126-1,PC
s_008um_00140_00126-1,PC
s_008um_00118_00126-1,PC
s_008um_00089_00129-1,PC
s_008um_00141_00123-1,PC
s_008um_00128_00113-1,PC
s_008um_00134_00148-1,PC
s_008um_00122_00145-1,PC
s_008um_00100_00132-1,PC
s_008um_00144_00113-1,PC
s_008um_00084_00129-1,PC
s_008um_00131_00113-1,PC
s_008um_00109_00147-1,PC
s_008um_00125_00151-1,PC
s_008um_00115_00147-1,PC
s_008um_00129_00153-1,PC
s_008um_00131_00127-1,PC
s_008um_00146_00124-1,PC
s_008um_00103_00133-1,PC
s_008um_00127_00151-1,PC
s_008um_00107_00128-1,PC
s_008um_00142_00142-1,PC
s_008um_00093_00137-1,PC
s_008um_00142_00117-1,PC
s_008um_00129_00113-1,PC
s_008um_00089_00137-1,PC
s_008um_00144_00110-1,PC
s_008um_00111_00147-1,PC
s_008um_00116_00123-1,PC
s_008um_00147_00115-1,PC
s_008um_00109_00155-1,PC
s_008um_00126_00146-1,PC
s_008um_00145_00117-1,PC
s_008um_00122_00133-1,PC
s_008um_00138_00149-1,PC
s_008um_00139_00144-1,PC
s_008um_00109_00121-1,PC
s_008um_00079_00124-1,PC
s_008um_00087_00126-1,PC
s_008um_00150_00119-1,PC
s_008um_00145_00105-1,PC
s_008um_00116_00127-1,PC
s_008um_00106_00151-1,PC
s_008um_00149_00110-1,PC
s_008um_00100_00140-1,PC
s_008um_00149_00119-1,PC
s_008um_00083_00132-1,PC
s_008um_00085_00141-1,PC
s_008um_00127_00118-1,PC
s_008um_00091_00149-1,PC
s_008um_00124_00140-1,PC
s_008um_00127_00119-1,PC
s_008um_00141_00121-1,PC
s_008um_00094_00149-1,PC
s_008um_00086_00132-1,PC
s_008um_00116_00141-1,PC
s_008um_00135_00133-1,PC
s_008um_00130_00135-1,PC
s_008um_00141_00110-1,PC
s_008um_00135_00149-1,PC
s_008um_00124_00150-1,PC
s_008um_00088_00126-1,PC
s_008um_00122_00146-1,PC
s_008um_00113_00154-1,PC
s_008um_00122_00114-1,PC
s_008um_00125_00147-1,PC
s_008um_00089_00142-1,PC
s_008um_00127_00152-1,PC
s_008um_00109_00146-1,PC
s_008um_00117_00115-1,PC
s_008um_00117_00119-1,PC
s_008um_00124_00121-1,PC
s_008um_00121_00120-1,PC
s_008um_00111_00141-1,PC
s_008um_00139_00122-1,PC
s_008um_00113_00128-1,PC
s_008um_00083_00139-1,PC
s_008um_00120_00140-1,PC
s_008um_00102_00146-1,PC
s_008um_00105_00126-1,PC
s_008um_00140_00110-1,PC
s_008um_00145_00139-1,PC
s_008um_00138_00118-1,PC
s_008um_00121_00114-1,PC
s_008um_00127_00150-1,PC
s_008um_00098_00125-1,PC
s_008um_00139_00143-1,PC
s_008um_00151_00141-1,PC
s_008um_00149_00107-1,PC
s_008um_00109_00154-1,PC
s_008um_00091_00124-1,PC
s_008um_00122_00152-1,PC
s_008um_00124_00115-1,PC
s_008um_00105_00134-1,PC
s_008um_00095_00146-1,PC
s_008um_00111_00156-1,PC
s_008um_00135_00128-1,PC
s_008um_00128_00130-1,PC
s_008um_00096_00143-1,PC
s_008um_00126_00136-1,PC
s_008um_00150_00109-1,PC
s_008um_00102_00154-1,PC
s_008um_00102_00127-1,PC
s_008um_00110_00149-1,PC
s_008um_00098_00146-1,PC
s_008um_00104_00139-1,PC
s_008um_00141_00147-1,PC
s_008um_00140_00148-1,PC
s_008um_00095_00134-1,PC
s_008um_00085_00127-1,PC
s_008um_00144_00106-1,PC
s_008um_00140_00143-1,PC
s_008um_00100_00154-1,PC
s_008um_00138_00144-1,PC
s_008um_00110_00144-1,PC
s_008um_00146_00114-1,PC
s_008um_00102_00132-1,PC
s_008um_00124_00146-1,PC
s_008um_00138_00108-1,PC
s_008um_00100_00133-1,PC
s_008um_00136_00129-1,PC
s_008um_00144_00109-1,PC
s_008um_00126_00147-1,PC
s_008um_00105_00135-1,PC
s_008um_00076_00121-1,PC
s_008um_00139_00127-1,PC
s_008um_00135_00139-1,PC
s_008um_00129_00149-1,PC
s_008um_00146_00131-1,PC
s_008um_00135_00145-1,PC
s_008um_00122_00142-1,PC
s_008um_00140_00138-1,PC
s_008um_00155_00139-1,PC
s_008um_00151_00111-1,PC
s_008um_00147_00108-1,PC
s_008um_00096_00147-1,PC
s_008um_00090_00147-1,PC
s_008um_00078_00120-1,PC
s_008um_00140_00108-1,PC
s_008um_00128_00143-1,PC
s_008um_00135_00132-1,PC
s_008um_00150_00131-1,PC
s_008um_00102_00152-1,PC
s_008um_00112_00121-1,PC
s_008um_00095_00122-1,PC
s_008um_00080_00125-1,PC
s_008um_00117_00150-1,PC
s_008um_00125_00119-1,PC
s_008um_00087_00129-1,PC
s_008um_00112_00141-1,PC
s_008um_00131_00141-1,PC
s_008um_00130_00115-1,PC
s_008um_00122_00130-1,PC
s_008um_00106_00141-1,PC
s_008um_00147_00110-1,PC
s_008um_00104_00127-1,PC
s_008um_00129_00126-1,PC
s_008um_00127_00114-1,PC
s_008um_00095_00128-1,PC
s_008um_00130_00122-1,PC
s_008um_00127_00153-1,PC
s_008um_00093_00132-1,PC
s_008um_00098_00122-1,PC
s_008um_00139_00148-1,PC
s_008um_00147_00104-1,PC
s_008um_00121_00130-1,PC
s_008um_00132_00126-1,PC
s_008um_00096_00144-1,PC
s_008um_00115_00149-1,PC
s_008um_00150_00111-1,PC
s_008um_00129_00124-1,PC
s_008um_00148_00140-1,PC
s_008um_00085_00125-1,PC
s_008um_00095_00147-1,PC
s_008um_00096_00150-1,PC
s_008um_00114_00129-1,PC
s_008um_00110_00140-1,PC
s_008um_00122_00128-1,PC
s_008um_00122_00124-1,PC
s_008um_00121_00147-1,PC
s_008um_00150_00128-1,PC
s_008um_00119_00146-1,PC
s_008um_00110_00127-1,PC
s_008um_00140_00125-1,PC
s_008um_00102_00139-1,PC
s_008um_00143_00132-1,PC
s_008um_00107_00145-1,PC
s_008um_00113_00136-1,PC
s_008um_00093_00127-1,PC
s_008um_00129_00150-1,PC
s_008um_00102_00147-1,PC
s_008um_00081_00131-1,PC
s_008um_00096_00153-1,PC
s_008um_00118_00144-1,PC
s_008um_00152_00128-1,PC
s_008um_00123_00135-1,PC
s_008um_00087_00137-1,PC
s_008um_00108_00156-1,PC
s_008um_00083_00126-1,PC
s_008um_00103_00124-1,PC
s_008um_00088_00151-1,PC
s_008um_00112_00137-1,PC
s_008um_00147_00131-1,PC
s_008um_00116_00137-1,PC
s_008um_00098_00150-1,PC
s_008um_00128_00144-1,PC
s_008um_00126_00116-1,PC
s_008um_00143_00138-1,PC
s_008um_00136_00128-1,PC
s_008um_00102_00140-1,PC
s_008um_00145_00125-1,PC
s_008um_00095_00138-1,PC
s_008um_00147_00105-1,PC
s_008um_00117_00118-1,PC
s_008um_00109_00142-1,PC
s_008um_00122_00148-1,PC
s_008um_00148_00137-1,PC
s_008um_00147_00117-1,PC
s_008um_00076_00120-1,PC
s_008um_00146_00145-1,PC
s_008um_00118_00118-1,PC
s_008um_00151_00122-1,PC
s_008um_00111_00133-1,PC
s_008um_00145_00110-1,PC
s_008um_00114_00121-1,PC
s_008um_00147_00127-1,PC
s_008um_00113_00124-1,PC
s_008um_00094_00130-1,PC
s_008um_00104_00126-1,PC
s_008um_00147_00112-1,PC
s_008um_00083_00122-1,PC
s_008um_00155_00141-1,PC
s_008um_00093_00138-1,PC
s_008um_00155_00136-1,PC
s_008um_00101_00131-1,PC
s_008um_00134_00138-1,PC
s_008um_00122_00132-1,PC
s_008um_00150_00114-1,PC
s_008um_00146_00133-1,PC
s_008um_00150_00140-1,PC
s_008um_00092_00127-1,PC
s_008um_00143_00125-1,PC
s_008um_00095_00145-1,PC
s_008um_00136_00145-1,PC
s_008um_00097_00142-1,PC
s_008um_00142_00128-1,PC
s_008um_00119_00120-1,PC
s_008um_00152_00132-1,PC
s_008um_00148_00136-1,PC
s_008um_00124_00117-1,PC
s_008um_00104_00148-1,PC
s_008um_00125_00149-1,PC
s_008um_00128_00145-1,PC
s_008um_00096_00149-1,PC
s_008um_00114_00132-1,PC
s_008um_00138_00125-1,PC
s_008um_00135_00121-1,PC
s_008um_00128_00140-1,PC
