Barcode,Top
s_008um_00091_00129-1,PC
s_008um_00081_00129-1,PC
s_008um_00082_00134-1,PC
s_008um_00143_00107-1,PC
s_008um_00100_00126-1,PC
s_008um_00101_00144-1,PC
s_008um_00143_00122-1,PC
s_008um_00125_00121-1,PC
s_008um_00098_00139-1,PC
s_008um_00098_00130-1,PC
s_008um_00128_00136-1,PC
s_008um_00144_00119-1,PC
s_008um_00109_00152-1,PC
s_008um_00146_00112-1,PC
s_008um_00148_00119-1,PC
s_008um_00123_00119-1,PC
s_008um_00121_00116-1,PC
s_008um_00111_00124-1,PC
s_008um_00094_00131-1,PC
s_008um_00133_00130-1,PC
s_008um_00133_00148-1,PC
s_008um_00140_00109-1,PC
s_008um_00088_00133-1,PC
s_008um_00145_00123-1,PC
s_008um_00100_00139-1,PC
s_008um_00094_00128-1,PC
s_008um_00096_00133-1,PC
s_008um_00090_00140-1,PC
s_008um_00149_00112-1,PC
s_008um_00134_00128-1,PC
s_008um_00106_00152-1,PC
s_008um_00116_00134-1,PC
s_008um_00116_00150-1,PC
s_008um_00127_00131-1,PC
s_008um_00081_00132-1,PC
s_008um_00097_00133-1,PC
s_008um_00110_00126-1,PC
s_008um_00120_00126-1,PC
s_008um_00117_00128-1,PC
s_008um_00146_00128-1,PC
s_008um_00123_00124-1,PC
s_008um_00092_00147-1,PC
s_008um_00151_00123-1,PC
s_008um_00088_00148-1,PC
s_008um_00113_00140-1,PC
s_008um_00085_00128-1,PC
s_008um_00110_00128-1,PC
s_008um_00138_00143-1,PC
s_008um_00106_00120-1,PC
s_008um_00113_00135-1,PC
s_008um_00128_00114-1,PC
s_008um_00130_00119-1,PC
s_008um_00092_00139-1,PC
s_008um_00114_00131-1,PC
s_008um_00113_00125-1,PC
s_008um_00152_00143-1,PC
s_008um_00116_00155-1,PC
s_008um_00111_00134-1,PC
s_008um_00099_00141-1,PC
s_008um_00125_00127-1,PC
s_008um_00080_00131-1,PC
s_008um_00106_00150-1,PC
s_008um_00104_00131-1,PC
s_008um_00113_00156-1,PC
s_008um_00101_00129-1,PC
s_008um_00118_00153-1,PC
s_008um_00149_00121-1,PC
s_008um_00108_00139-1,PC
s_008um_00135_00134-1,PC
s_008um_00144_00140-1,PC
s_008um_00099_00145-1,PC
s_008um_00107_00123-1,PC
s_008um_00086_00133-1,PC
s_008um_00112_00139-1,PC
s_008um_00096_00141-1,PC
s_008um_00139_00129-1,PC
s_008um_00126_00145-1,PC
s_008um_00093_00139-1,PC
s_008um_00143_00114-1,PC
s_008um_00103_00148-1,PC
s_008um_00102_00130-1,PC
s_008um_00101_00151-1,PC
s_008um_00141_00132-1,PC
s_008um_00112_00151-1,PC
s_008um_00106_00130-1,PC
s_008um_00130_00121-1,PC
s_008um_00110_00141-1,PC
s_008um_00138_00129-1,PC
s_008um_00135_00124-1,PC
s_008um_00101_00146-1,PC
s_008um_00084_00126-1,PC
s_008um_00149_00139-1,PC
s_008um_00101_00126-1,PC
s_008um_00135_00129-1,PC
s_008um_00129_00142-1,PC
s_008um_00114_00154-1,PC
s_008um_00089_00127-1,PC
s_008um_00141_00127-1,PC
s_008um_00151_00129-1,PC
s_008um_00083_00124-1,PC
s_008um_00093_00123-1,PC
s_008um_00095_00143-1,PC
s_008um_00087_00132-1,PC
s_008um_00136_00111-1,PC
s_008um_00141_00117-1,PC
s_008um_00125_00130-1,PC
s_008um_00130_00117-1,PC
s_008um_00102_00136-1,PC
s_008um_00149_00143-1,PC
s_008um_00108_00152-1,PC
s_008um_00089_00151-1,PC
s_008um_00133_00114-1,PC
s_008um_00110_00150-1,PC
s_008um_00150_00113-1,PC
s_008um_00102_00133-1,PC
s_008um_00096_00136-1,PC
s_008um_00148_00111-1,PC
s_008um_00133_00139-1,PC
s_008um_00132_00125-1,PC
s_008um_00104_00151-1,PC
s_008um_00114_00145-1,PC
s_008um_00154_00142-1,PC
s_008um_00088_00136-1,PC
s_008um_00105_00151-1,PC
s_008um_00095_00123-1,PC
s_008um_00080_00123-1,PC
s_008um_00142_00133-1,PC
s_008um_00141_00122-1,PC
s_008um_00142_00114-1,PC
s_008um_00122_00123-1,PC
s_008um_00135_00118-1,PC
s_008um_00107_00120-1,PC
s_008um_00114_00140-1,PC
s_008um_00145_00132-1,PC
s_008um_00122_00125-1,PC
s_008um_00142_00129-1,PC
s_008um_00130_00111-1,PC
s_008um_00095_00135-1,PC
s_008um_00104_00128-1,PC
s_008um_00119_00121-1,PC
s_008um_00124_00131-1,PC
s_008um_00132_00143-1,PC
s_008um_00086_00131-1,PC
s_008um_00145_00121-1,PC
s_008um_00133_00147-1,PC
s_008um_00125_00125-1,PC
s_008um_00117_00124-1,PC
s_008um_00141_00119-1,PC
s_008um_00122_00150-1,PC
s_008um_00132_00132-1,PC
s_008um_00139_00118-1,PC
s_008um_00148_00135-1,PC
s_008um_00153_00141-1,PC
s_008um_00149_00108-1,PC
s_008um_00146_00130-1,PC
s_008um_00152_00142-1,PC
s_008um_00093_00144-1,PC
s_008um_00116_00148-1,PC
s_008um_00108_00123-1,PC
s_008um_00118_00150-1,PC
s_008um_00111_00130-1,PC
s_008um_00099_00154-1,PC
s_008um_00089_00124-1,PC
s_008um_00150_00126-1,PC
s_008um_00113_00138-1,PC
s_008um_00114_00138-1,PC
s_008um_00120_00136-1,PC
s_008um_00118_00124-1,PC
s_008um_00103_00146-1,PC
s_008um_00141_00124-1,PC
s_008um_00149_00106-1,PC
s_008um_00076_00124-1,PC
s_008um_00116_00125-1,PC
s_008um_00119_00142-1,PC
s_008um_00121_00148-1,PC
s_008um_00081_00122-1,PC
s_008um_00125_00129-1,PC
s_008um_00122_00116-1,PC
s_008um_00124_00142-1,PC
s_008um_00110_00125-1,PC
s_008um_00132_00152-1,PC
s_008um_00142_00124-1,PC
s_008um_00135_00138-1,PC
s_008um_00108_00142-1,PC
s_008um_00151_00117-1,PC
s_008um_00131_00152-1,PC
s_008um_00112_00154-1,PC
s_008um_00089_00134-1,PC
s_008um_00115_00155-1,PC
s_008um_00086_00124-1,PC
s_008um_00134_00133-1,PC
s_008um_00097_00127-1,PC
s_008um_00117_00155-1,PC
s_008um_00105_00147-1,PC
s_008um_00141_00143-1,PC
s_008um_00126_00114-1,PC
s_008um_00118_00147-1,PC
s_008um_00105_00152-1,PC
s_008um_00103_00151-1,PC
s_008um_00105_00156-1,PC
s_008um_00151_00110-1,PC
s_008um_00121_00137-1,PC
s_008um_00142_00107-1,PC
s_008um_00147_00111-1,PC
s_008um_00106_00123-1,PC
s_008um_00081_00133-1,PC
s_008um_00135_00143-1,PC
s_008um_00148_00118-1,PC
s_008um_00087_00136-1,PC
s_008um_00132_00110-1,PC
s_008um_00138_00109-1,PC
s_008um_00149_00136-1,PC
s_008um_00089_00123-1,PC
s_008um_00136_00117-1,PC
s_008um_00099_00133-1,PC
s_008um_00126_00121-1,PC
s_008um_00074_00120-1,PC
s_008um_00104_00144-1,PC
s_008um_00113_00120-1,PC
s_008um_00111_00149-1,PC
s_008um_00143_00120-1,PC
s_008um_00139_00126-1,PC
s_008um_00141_00140-1,PC
s_008um_00101_00147-1,PC
s_008um_00127_00113-1,PC
s_008um_00085_00122-1,PC
s_008um_00109_00131-1,PC
s_008um_00099_00131-1,PC
s_008um_00151_00114-1,PC
s_008um_00124_00119-1,PC
s_008um_00127_00146-1,PC
s_008um_00124_00132-1,PC
s_008um_00106_00119-1,PC
s_008um_00137_00119-1,PC
s_008um_00132_00141-1,PC
s_008um_00133_00126-1,PC
s_008um_00102_00153-1,PC
s_008um_00118_00152-1,PC
s_008um_00108_00140-1,PC
s_008um_00102_00148-1,PC
s_008um_00078_00122-1,PC
s_008um_00121_00121-1,PC
s_008um_00106_00134-1,PC
s_008um_00102_00131-1,PC
s_008um_00077_00121-1,PC
s_008um_00141_00118-1,PC
s_008um_00123_00120-1,PC
s_008um_00130_00116-1,PC
s_008um_00131_00136-1,PC
s_008um_00122_00141-1,PC
s_008um_00132_00111-1,PC
s_008um_00087_00143-1,PC
s_008um_00142_00138-1,PC
s_008um_00129_00112-1,PC
s_008um_00143_00108-1,PC
s_008um_00137_00111-1,PC
s_008um_00105_00139-1,PC
s_008um_00092_00148-1,PC
s_008um_00126_00124-1,PC
s_008um_00114_00123-1,PC
s_008um_00107_00143-1,PC
s_008um_00093_00135-1,PC
s_008um_00130_00141-1,PC
s_008um_00125_00140-1,PC
s_008um_00115_00125-1,PC
s_008um_00099_00153-1,PC
s_008um_00112_00148-1,PC
s_008um_00121_00119-1,PC
s_008um_00091_00136-1,PC
s_008um_00130_00138-1,PC
s_008um_00106_00147-1,PC
s_008um_00111_00155-1,PC
s_008um_00132_00134-1,PC
s_008um_00088_00135-1,PC
s_008um_00151_00131-1,PC
s_008um_00128_00112-1,PC
s_008um_00123_00142-1,PC
s_008um_00135_00146-1,PC
s_008um_00121_00151-1,PC
s_008um_00121_00145-1,PC
s_008um_00140_00141-1,PC
s_008um_00082_00133-1,PC
s_008um_00107_00153-1,PC
s_008um_00143_00124-1,PC
s_008um_00148_00121-1,PC
s_008um_00123_00125-1,PC
s_008um_00083_00137-1,PC
s_008um_00103_00127-1,PC
s_008um_00148_00132-1,PC
s_008um_00112_00132-1,PC
s_008um_00084_00128-1,PC
s_008um_00096_00139-1,PC
s_008um_00125_00153-1,PC
s_008um_00115_00131-1,PC
s_008um_00147_00126-1,PC
s_008um_00148_00124-1,PC
s_008um_00154_00137-1,PC
s_008um_00152_00119-1,PC
s_008um_00151_00138-1,PC
s_008um_00146_00107-1,PC
s_008um_00083_00128-1,PC
s_008um_00128_00120-1,PC
s_008um_00119_00152-1,PC
s_008um_00096_00151-1,PC
s_008um_00099_00140-1,PC
s_008um_00133_00115-1,PC
s_008um_00128_00124-1,PC
s_008um_00103_00154-1,PC
s_008um_00134_00126-1,PC
s_008um_00140_00139-1,PC
s_008um_00129_00111-1,PC
s_008um_00084_00141-1,PC
s_008um_00108_00135-1,PC
s_008um_00133_00140-1,PC
s_008um_00132_00135-1,PC
s_008um_00126_00138-1,PC
s_008um_00099_00139-1,PC
s_008um_00131_00133-1,PC
s_008um_00135_00112-1,PC
s_008um_00086_00150-1,PC
s_008um_00109_00136-1,PC
s_008um_00121_00132-1,PC
s_008um_00127_00115-1,PC
s_008um_00127_00121-1,PC
s_008um_00143_00145-1,PC
s_008um_00108_00145-1,PC
s_008um_00115_00127-1,PC
s_008um_00126_00128-1,PC
s_008um_00096_00134-1,PC
s_008um_00125_00112-1,PC
s_008um_00148_00122-1,PC
s_008um_00096_00125-1,PC
s_008um_00084_00137-1,PC
s_008um_00132_00128-1,PC
s_008um_00148_00141-1,PC
s_008um_00150_00129-1,PC
s_008um_00150_00132-1,PC
s_008um_00127_00127-1,PC
s_008um_00123_00137-1,PC
s_008um_00122_00115-1,PC
s_008um_00086_00134-1,PC
s_008um_00124_00136-1,PC
s_008um_00095_00126-1,PC
s_008um_00144_00146-1,PC
s_008um_00151_00137-1,PC
s_008um_00079_00121-1,PC
s_008um_00133_00138-1,PC
s_008um_00095_00130-1,PC
s_008um_00106_00149-1,PC
s_008um_00110_00130-1,PC
s_008um_00148_00131-1,PC
s_008um_00104_00130-1,PC
s_008um_00124_00143-1,PC
s_008um_00144_00138-1,PC
s_008um_00103_00122-1,PC
s_008um_00090_00131-1,PC
s_008um_00097_00132-1,PC
s_008um_00143_00131-1,PC
s_008um_00138_00139-1,PC
s_008um_00089_00125-1,PC
s_008um_00098_00134-1,PC
s_008um_00130_00137-1,PC
s_008um_00146_00126-1,PC
s_008um_00145_00112-1,PC
s_008um_00107_00149-1,PC
s_008um_00149_00116-1,PC
s_008um_00099_00129-1,PC
s_008um_00119_00139-1,PC
s_008um_00137_00140-1,PC
s_008um_00126_00120-1,PC
s_008um_00117_00130-1,PC
s_008um_00085_00137-1,PC
s_008um_00149_00135-1,PC
s_008um_00133_00120-1,PC
s_008um_00095_00125-1,PC
s_008um_00125_00136-1,PC
s_008um_00086_00137-1,PC
s_008um_00127_00143-1,PC
s_008um_00144_00141-1,PC
s_008um_00136_00141-1,PC
s_008um_00130_00147-1,PC
s_008um_00121_00123-1,PC
s_008um_00138_00148-1,PC
s_008um_00136_00136-1,PC
s_008um_00134_00112-1,PC
s_008um_00111_00123-1,PC
s_008um_00083_00127-1,PC
s_008um_00134_00118-1,PC
s_008um_00075_00120-1,PC
s_008um_00136_00134-1,PC
s_008um_00104_00123-1,PC
s_008um_00119_00116-1,PC
s_008um_00147_00140-1,PC
s_008um_00129_00131-1,PC
s_008um_00116_00119-1,PC
s_008um_00116_00131-1,PC
s_008um_00119_00125-1,PC
s_008um_00102_00155-1,PC
s_008um_00151_00127-1,PC
s_008um_00095_00144-1,PC
s_008um_00153_00139-1,PC
s_008um_00082_00131-1,PC
s_008um_00091_00144-1,PC
s_008um_00133_00150-1,PC
s_008um_00106_00136-1,PC
s_008um_00101_00153-1,PC
s_008um_00146_00118-1,PC
s_008um_00109_00127-1,PC
s_008um_00136_00146-1,PC
s_008um_00094_00124-1,PC
s_008um_00138_00147-1,PC
s_008um_00099_00128-1,PC
s_008um_00135_00117-1,PC
s_008um_00129_00117-1,PC
s_008um_00099_00122-1,PC
s_008um_00133_00131-1,PC
s_008um_00131_00124-1,PC
s_008um_00135_00114-1,PC
s_008um_00129_00148-1,PC
s_008um_00146_00105-1,PC
s_008um_00138_00127-1,PC
s_008um_00149_00118-1,PC
s_008um_00083_00125-1,PC
s_008um_00089_00130-1,PC
s_008um_00087_00124-1,PC
s_008um_00124_00128-1,PC
s_008um_00131_00112-1,PC
s_008um_00100_00131-1,PC
s_008um_00154_00138-1,PC
s_008um_00106_00132-1,PC
s_008um_00094_00152-1,PC
s_008um_00131_00115-1,PC
s_008um_00145_00129-1,PC
s_008um_00134_00116-1,PC
s_008um_00135_00125-1,PC
s_008um_00150_00137-1,PC
s_008um_00114_00122-1,PC
s_008um_00085_00132-1,PC
s_008um_00091_00132-1,PC
s_008um_00113_00151-1,PC
s_008um_00093_00131-1,PC
s_008um_00133_00142-1,PC
s_008um_00090_00150-1,PC
s_008um_00095_00150-1,PC
s_008um_00107_00142-1,PC
s_008um_00145_00146-1,PC
s_008um_00093_00136-1,PC
s_008um_00137_00109-1,PC
s_008um_00111_00140-1,PC
s_008um_00151_00128-1,PC
s_008um_00140_00113-1,PC
s_008um_00090_00151-1,PC
s_008um_00128_00149-1,PC
s_008um_00113_00131-1,PC
s_008um_00134_00151-1,PC
s_008um_00135_00110-1,PC
s_008um_00141_00111-1,PC
s_008um_00118_00120-1,PC
s_008um_00141_00116-1,PC
s_008um_00103_00149-1,PC
s_008um_00130_00146-1,PC
s_008um_00120_00116-1,PC
s_008um_00100_00151-1,PC
s_008um_00110_00153-1,PC
s_008um_00119_00143-1,PC
s_008um_00133_00144-1,PC
s_008um_00127_00147-1,PC
s_008um_00092_00132-1,PC
s_008um_00092_00138-1,PC
s_008um_00092_00146-1,PC
s_008um_00144_00144-1,PC
s_008um_00131_00116-1,PC
s_008um_00140_00121-1,PC
s_008um_00099_00138-1,PC
s_008um_00139_00115-1,PC
s_008um_00147_00137-1,PC
s_008um_00143_00123-1,PC
s_008um_00119_00124-1,PC
s_008um_00146_00121-1,PC
s_008um_00146_00143-1,PC
s_008um_00107_00132-1,PC
s_008um_00138_00113-1,PC
s_008um_00128_00115-1,PC
s_008um_00095_00148-1,PC
s_008um_00088_00142-1,PC
s_008um_00150_00117-1,PC
s_008um_00124_00145-1,PC
s_008um_00152_00117-1,PC
s_008um_00145_00130-1,PC
s_008um_00123_00139-1,PC
s_008um_00092_00128-1,PC
s_008um_00131_00137-1,PC
s_008um_00125_00133-1,PC
s_008um_00089_00131-1,PC
s_008um_00151_00108-1,PC
s_008um_00150_00124-1,PC
s_008um_00141_00113-1,PC
s_008um_00084_00123-1,PC
s_008um_00146_00139-1,PC
s_008um_00140_00132-1,PC
s_008um_00105_00142-1,PC
s_008um_00112_00134-1,PC
s_008um_00120_00122-1,PC
s_008um_00078_00128-1,PC
s_008um_00150_00138-1,PC
s_008um_00133_00151-1,PC
s_008um_00117_00137-1,PC
s_008um_00145_00137-1,PC
s_008um_00132_00112-1,PC
s_008um_00119_00131-1,PC
s_008um_00114_00118-1,PC
s_008um_00119_00155-1,PC
s_008um_00090_00137-1,PC
s_008um_00131_00138-1,PC
s_008um_00086_00139-1,PC
s_008um_00117_00132-1,PC
s_008um_00125_00146-1,PC
s_008um_00110_00121-1,PC
s_008um_00095_00151-1,PC
s_008um_00125_00154-1,PC
s_008um_00106_00144-1,PC
s_008um_00091_00148-1,PC
s_008um_00146_00115-1,PC
s_008um_00152_00134-1,PC
s_008um_00128_00150-1,PC
s_008um_00108_00138-1,PC
s_008um_00117_00142-1,PC
s_008um_00115_00152-1,PC
s_008um_00142_00130-1,PC
s_008um_00147_00128-1,PC
s_008um_00123_00143-1,PC
s_008um_00112_00150-1,PC
s_008um_00097_00123-1,PC
s_008um_00148_00105-1,PC
s_008um_00134_00130-1,PC
s_008um_00095_00137-1,PC
s_008um_00123_00122-1,PC
s_008um_00146_00123-1,PC
s_008um_00088_00124-1,PC
s_008um_00148_00127-1,PC
s_008um_00120_00138-1,PC
s_008um_00087_00142-1,PC
s_008um_00136_00112-1,PC
s_008um_00106_00142-1,PC
s_008um_00133_00123-1,PC
s_008um_00129_00133-1,PC
s_008um_00147_00132-1,PC
s_008um_00136_00132-1,PC
s_008um_00098_00154-1,PC
s_008um_00105_00145-1,PC
s_008um_00093_00141-1,PC
s_008um_00084_00142-1,PC
s_008um_00131_00132-1,PC
s_008um_00098_00148-1,PC
s_008um_00095_00152-1,PC
s_008um_00122_00147-1,PC
s_008um_00134_00117-1,PC
s_008um_00145_00119-1,PC
s_008um_00142_00140-1,PC
s_008um_00148_00133-1,PC
s_008um_00139_00125-1,PC
s_008um_00096_00146-1,PC
s_008um_00107_00141-1,PC
s_008um_00123_00140-1,PC
s_008um_00090_00141-1,PC
s_008um_00120_00129-1,PC
s_008um_00139_00136-1,PC
s_008um_00083_00136-1,PC
s_008um_00110_00152-1,PC
s_008um_00148_00115-1,PC
s_008um_00146_00134-1,PC
s_008um_00106_00122-1,PC
s_008um_00144_00117-1,PC
s_008um_00138_00115-1,PC
s_008um_00153_00132-1,PC
s_008um_00144_00145-1,PC
s_008um_00141_00146-1,PC
s_008um_00085_00138-1,PC
s_008um_00133_00133-1,PC
s_008um_00125_00126-1,PC
s_008um_00149_00128-1,PC
s_008um_00095_00153-1,PC
s_008um_00125_00122-1,PC
s_008um_00105_00122-1,PC
s_008um_00081_00135-1,PC
s_008um_00100_00130-1,PC
s_008um_00148_00114-1,PC
s_008um_00125_00144-1,PC
s_008um_00141_00138-1,PC
s_008um_00115_00139-1,PC
s_008um_00139_00133-1,PC
s_008um_00102_00151-1,PC
s_008um_00144_00137-1,PC
s_008um_00117_00156-1,PC
s_008um_00103_00144-1,PC
s_008um_00117_00143-1,PC
s_008um_00141_00125-1,PC
s_008um_00140_00122-1,PC
s_008um_00120_00123-1,PC
s_008um_00133_00128-1,PC
s_008um_00085_00130-1,PC
s_008um_00137_00135-1,PC
s_008um_00155_00140-1,PC
s_008um_00101_00135-1,PC
s_008um_00104_00147-1,PC
s_008um_00120_00145-1,PC
s_008um_00138_00146-1,PC
s_008um_00151_00124-1,PC
s_008um_00156_00139-1,PC
s_008um_00087_00144-1,PC
s_008um_00128_00153-1,PC
s_008um_00112_00119-1,PC
s_008um_00126_00143-1,PC
s_008um_00121_00139-1,PC
s_008um_00087_00138-1,PC
s_008um_00119_00122-1,PC
s_008um_00154_00140-1,PC
s_008um_00127_00140-1,PC
s_008um_00084_00132-1,PC
s_008um_00102_00142-1,PC
s_008um_00086_00135-1,PC
s_008um_00134_00124-1,PC
s_008um_00119_00132-1,PC
s_008um_00091_00142-1,PC
s_008um_00091_00137-1,PC
s_008um_00078_00125-1,PC
s_008um_00144_00127-1,PC
s_008um_00140_00111-1,PC
s_008um_00109_00137-1,PC
s_008um_00131_00128-1,PC
s_008um_00127_00148-1,PC
s_008um_00087_00134-1,PC
s_008um_00099_00127-1,PC
s_008um_00115_00151-1,PC
s_008um_00120_00131-1,PC
s_008um_00103_00129-1,PC
s_008um_00145_00131-1,PC
s_008um_00103_00156-1,PC
s_008um_00148_00130-1,PC
s_008um_00128_00137-1,PC
s_008um_00150_00110-1,PC
s_008um_00106_00127-1,PC
s_008um_00098_00127-1,PC
s_008um_00111_00138-1,PC
s_008um_00140_00149-1,PC
s_008um_00099_00142-1,PC
s_008um_00149_00120-1,PC
s_008um_00150_00136-1,PC
s_008um_00104_00125-1,PC
s_008um_00149_00131-1,PC
s_008um_00107_00150-1,PC
s_008um_00138_00141-1,PC
s_008um_00110_00156-1,PC
s_008um_00144_00114-1,PC
s_008um_00144_00147-1,PC
s_008um_00150_00107-1,PC
s_008um_00108_00153-1,PC
s_008um_00126_00113-1,PC
s_008um_00115_00123-1,PC
s_008um_00105_00136-1,PC
s_008um_00117_00121-1,PC
s_008um_00085_00136-1,PC
s_008um_00132_00149-1,PC
s_008um_00094_00133-1,PC
s_008um_00101_00138-1,PC
s_008um_00113_00130-1,PC
s_008um_00126_00133-1,PC
s_008um_00091_00141-1,PC
s_008um_00142_00146-1,PC
s_008um_00107_00133-1,PC
s_008um_00112_00140-1,PC
s_008um_00143_00130-1,PC
s_008um_00081_00121-1,PC
s_008um_00111_00126-1,PC
s_008um_00100_00123-1,PC
s_008um_00152_00111-1,PC
s_008um_00121_00141-1,PC
s_008um_00129_00151-1,PC
s_008um_00076_00123-1,PC
s_008um_00119_00129-1,PC
s_008um_00146_00111-1,PC
s_008um_00081_00124-1,PC
s_008um_00109_00139-1,PC
s_008um_00124_00141-1,PC
s_008um_00136_00119-1,PC
s_008um_00089_00148-1,PC
s_008um_00121_00142-1,PC
s_008um_00123_00133-1,PC
s_008um_00124_00151-1,PC
s_008um_00110_00129-1,PC
s_008um_00110_00120-1,PC
s_008um_00086_00148-1,PC
s_008um_00134_00140-1,PC
s_008um_00116_00145-1,PC
s_008um_00134_00131-1,PC
s_008um_00121_00153-1,PC
s_008um_00136_00122-1,PC
s_008um_00135_00140-1,PC
s_008um_00149_00145-1,PC
s_008um_00101_00130-1,PC
s_008um_00105_00128-1,PC
s_008um_00101_00122-1,PC
s_008um_00086_00143-1,PC
s_008um_00127_00132-1,PC
s_008um_00123_00151-1,PC
s_008um_00150_00105-1,PC
s_008um_00137_00113-1,PC
s_008um_00141_00136-1,PC
s_008um_00119_00134-1,PC
s_008um_00104_00142-1,PC
s_008um_00135_00123-1,PC
s_008um_00122_00117-1,PC
s_008um_00085_00139-1,PC
s_008um_00122_00154-1,PC
s_008um_00116_00143-1,PC
s_008um_00129_00140-1,PC
s_008um_00137_00112-1,PC
s_008um_00121_00152-1,PC
s_008um_00088_00137-1,PC
s_008um_00126_00112-1,PC
s_008um_00077_00125-1,PC
s_008um_00131_00129-1,PC
s_008um_00115_00117-1,PC
s_008um_00127_00137-1,PC
s_008um_00117_00146-1,PC
s_008um_00097_00141-1,PC
s_008um_00086_00127-1,PC
s_008um_00124_00149-1,PC
s_008um_00137_00141-1,PC
s_008um_00100_00134-1,PC
s_008um_00117_00151-1,PC
s_008um_00121_00144-1,PC
s_008um_00134_00127-1,PC
s_008um_00095_00140-1,PC
s_008um_00140_00131-1,PC
s_008um_00106_00145-1,PC
s_008um_00106_00129-1,PC
s_008um_00108_00130-1,PC
s_008um_00122_00143-1,PC
s_008um_00107_00138-1,PC
s_008um_00151_00118-1,PC
s_008um_00107_00125-1,PC
s_008um_00080_00128-1,PC
s_008um_00140_00124-1,PC
s_008um_00077_00122-1,PC
s_008um_00140_00112-1,PC
s_008um_00094_00127-1,PC
s_008um_00108_00121-1,PC
s_008um_00124_00137-1,PC
s_008um_00142_00139-1,PC
s_008um_00130_00133-1,PC
s_008um_00132_00127-1,PC
s_008um_00093_00128-1,PC
s_008um_00097_00152-1,PC
s_008um_00124_00122-1,PC
s_008um_00093_00133-1,PC
s_008um_00124_00127-1,PC
s_008um_00148_00108-1,PC
s_008um_00127_00128-1,PC
s_008um_00120_00141-1,PC
s_008um_00102_00126-1,PC
s_008um_00133_00132-1,PC
s_008um_00113_00133-1,PC
s_008um_00096_00135-1,PC
s_008um_00133_00113-1,PC
s_008um_00090_00125-1,PC
s_008um_00112_00127-1,PC
s_008um_00131_00150-1,PC
s_008um_00113_00153-1,PC
s_008um_00081_00128-1,PC
s_008um_00124_00144-1,PC
s_008um_00139_00121-1,PC
s_008um_00138_00112-1,PC
s_008um_00129_00146-1,PC
s_008um_00109_00130-1,PC
s_008um_00126_00152-1,PC
s_008um_00140_00134-1,PC
s_008um_00139_00132-1,PC
s_008um_00099_00137-1,PC
s_008um_00129_00137-1,PC
s_008um_00148_00112-1,PC
s_008um_00113_00134-1,PC
s_008um_00121_00154-1,PC
s_008um_00147_00109-1,PC
s_008um_00087_00149-1,PC
s_008um_00111_00136-1,PC
s_008um_00106_00156-1,PC
s_008um_00127_00116-1,PC
s_008um_00109_00125-1,PC
s_008um_00131_00123-1,PC
s_008um_00109_00123-1,PC
s_008um_00112_00152-1,PC
s_008um_00128_00128-1,PC
s_008um_00096_00132-1,PC
s_008um_00140_00123-1,PC
s_008um_00082_00137-1,PC
s_008um_00097_00143-1,PC
s_008um_00107_00122-1,PC
s_008um_00111_00142-1,PC
s_008um_00151_00134-1,PC
s_008um_00091_00125-1,PC
s_008um_00150_00127-1,PC
s_008um_00085_00124-1,PC
s_008um_00109_00135-1,PC
s_008um_00111_00153-1,PC
s_008um_00137_00123-1,PC
s_008um_00152_00112-1,PC
s_008um_00104_00137-1,PC
s_008um_00151_00126-1,PC
s_008um_00111_00148-1,PC
s_008um_00147_00119-1,PC
s_008um_00151_00116-1,PC
s_008um_00109_00124-1,PC
s_008um_00112_00122-1,PC
s_008um_00143_00106-1,PC
s_008um_00116_00153-1,PC
s_008um_00083_00129-1,PC
s_008um_00120_00128-1,PC
s_008um_00105_00127-1,PC
s_008um_00149_00111-1,PC
s_008um_00107_00147-1,PC
s_008um_00151_00136-1,PC
s_008um_00138_00111-1,PC
s_008um_00104_00138-1,PC
s_008um_00124_00139-1,PC
s_008um_00149_00144-1,PC
s_008um_00092_00133-1,PC
s_008um_00105_00140-1,PC
s_008um_00094_00123-1,PC
s_008um_00118_00116-1,PC
s_008um_00100_00137-1,PC
s_008um_00145_00143-1,PC
s_008um_00141_00108-1,PC
s_008um_00147_00107-1,PC
s_008um_00106_00121-1,PC
s_008um_00123_00129-1,PC
s_008um_00080_00121-1,PC
s_008um_00121_00138-1,PC
s_008um_00137_00149-1,PC
s_008um_00100_00153-1,PC
s_008um_00114_00126-1,PC
s_008um_00114_00133-1,PC
s_008um_00106_00146-1,PC
s_008um_00091_00145-1,PC
s_008um_00132_00138-1,PC
s_008um_00119_00151-1,PC
s_008um_00149_00134-1,PC
s_008um_00114_00125-1,PC
s_008um_00145_00134-1,PC
s_008um_00115_00142-1,PC
s_008um_00092_00137-1,PC
s_008um_00088_00134-1,PC
s_008um_00146_00137-1,PC
s_008um_00125_00142-1,PC
s_008um_00137_00110-1,PC
s_008um_00127_00122-1,PC
s_008um_00136_00118-1,PC
s_008um_00116_00146-1,PC
s_008um_00137_00144-1,PC
s_008um_00142_00141-1,PC
s_008um_00136_00125-1,PC
s_008um_00099_00136-1,PC
s_008um_00082_00124-1,PC
s_008um_00133_00125-1,PC
s_008um_00089_00138-1,PC
s_008um_00103_00143-1,PC
s_008um_00113_00142-1,PC
s_008um_00092_00123-1,PC
s_008um_00145_00108-1,PC
s_008um_00081_00127-1,PC
s_008um_00098_00149-1,PC
s_008um_00126_00135-1,PC
s_008um_00145_00120-1,PC
s_008um_00148_00128-1,PC
